Season,League,Team,Player,Nation,Pos,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2022-2023,EreDivisie,Excelsior,Adrian Fein,GER,MF,23.0,2.0,0.0,0.0,8.0,2.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,48.0,4.0,5.0,44.4
2022-2023,EreDivisie,Excelsior,Arthur Zagre,FRA,DF,20.0,1.0,0.0,0.0,9.0,4.0,0.0,3.0,11.0,8.0,0.0,0.0,0.0,45.0,3.0,4.0,42.9
2022-2023,EreDivisie,Excelsior,Kik Pierie,NED,DF,22.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,38.0,12.0,14.0,46.2
2022-2023,EreDivisie,Excelsior,Joshua Eijgenraam,NED,MF,21.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,13.0,8.0,0.0,0.0,0.0,36.0,3.0,3.0,50.0
2022-2023,EreDivisie,Excelsior,Nikolas Agrafiotis,NED,"FW,MF",22.0,2.0,0.0,0.0,16.0,9.0,5.0,2.0,1.0,6.0,0.0,0.0,0.0,9.0,35.0,37.0,48.6
2022-2023,EreDivisie,Excelsior,Noah Naujoks,NED,"MF,FW",20.0,1.0,0.0,0.0,7.0,5.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,28.0,9.0,6.0,60.0
2022-2023,EreDivisie,Excelsior,Nathan Markelo,CUW,"DF,MF",23.0,2.0,0.0,0.0,8.0,8.0,0.0,4.0,6.0,3.0,0.0,0.0,0.0,34.0,4.0,6.0,40.0
2022-2023,EreDivisie,Excelsior,Maxime Awoudja,GER,DF,24.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,18.0,20.0,8.0,71.4
2022-2023,EreDivisie,Excelsior,Raphaël Eyongo,NED,"FW,MF",19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,50.0
2022-2023,EreDivisie,Excelsior,Jacky Donkor,BEL,"FW,MF",23.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,25.0
2022-2023,EreDivisie,Excelsior,Vicente Besuijen,NED,"FW,MF",21.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
2022-2023,EreDivisie,Excelsior,Norbert Alblas,NED,GK,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
2022-2023,EreDivisie,Excelsior,Luuk Admiraal,NED,FW,20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2022-2023,EreDivisie,Emmen,Keziah Veendorp,NED,"MF,DF",25.0,3.0,0.0,0.0,21.0,5.0,0.0,14.0,30.0,30.0,0.0,0.0,0.0,219.0,36.0,30.0,54.5
2022-2023,EreDivisie,Emmen,Mark Diemers,NED,"MF,FW",28.0,2.0,0.0,0.0,12.0,81.0,3.0,240.0,13.0,23.0,0.0,0.0,0.0,175.0,9.0,11.0,45.0
2022-2023,EreDivisie,Emmen,Miguel Araujo,PER,DF,27.0,5.0,1.0,1.0,21.0,18.0,1.0,2.0,36.0,34.0,0.0,0.0,0.0,175.0,78.0,63.0,55.3
2022-2023,EreDivisie,Emmen,Ole Romeny,NED,"FW,MF",22.0,2.0,0.0,0.0,24.0,85.0,13.0,33.0,8.0,23.0,1.0,0.0,0.0,125.0,23.0,61.0,27.4
2022-2023,EreDivisie,Emmen,Richairo Živković,CUW,FW,25.0,8.0,0.0,0.0,48.0,30.0,5.0,11.0,9.0,30.0,0.0,0.0,0.0,73.0,33.0,49.0,40.2
2022-2023,EreDivisie,Emmen,Mickey van der Hart,NED,GK,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,11.0,0.0,100.0
2022-2023,EreDivisie,Emmen,Jeroen Veldmate,NED,DF,33.0,1.0,0.0,0.0,16.0,9.0,0.0,2.0,26.0,16.0,0.0,0.0,0.0,136.0,50.0,19.0,72.5
2022-2023,EreDivisie,Emmen,Lucas Bernadou,FRA,MF,21.0,3.0,0.0,0.0,16.0,11.0,0.0,15.0,31.0,27.0,0.0,0.0,0.0,130.0,17.0,30.0,36.2
2022-2023,EreDivisie,Emmen,Mohamed Bouchouari,BEL,DF,21.0,2.0,0.0,0.0,21.0,25.0,1.0,93.0,17.0,24.0,0.0,0.0,0.0,134.0,9.0,16.0,36.0
2022-2023,EreDivisie,Emmen,Jari Vlak,NED,MF,23.0,4.0,0.0,0.0,19.0,4.0,1.0,14.0,25.0,18.0,0.0,1.0,0.0,139.0,43.0,32.0,57.3
2022-2023,EreDivisie,Emmen,Lorenzo Burnet,NED,DF,31.0,1.0,0.0,0.0,15.0,10.0,2.0,25.0,15.0,26.0,0.0,0.0,0.0,68.0,13.0,17.0,43.3
2022-2023,EreDivisie,Emmen,Rui Mendes,GER,"FW,MF",22.0,2.0,0.0,0.0,17.0,5.0,6.0,17.0,8.0,9.0,0.0,0.0,0.0,59.0,7.0,20.0,25.9
2022-2023,EreDivisie,Emmen,Ahmed El Messaoudi,MAR,"MF,FW",26.0,0.0,0.0,0.0,15.0,29.0,2.0,8.0,9.0,14.0,0.0,0.0,0.0,72.0,28.0,21.0,57.1
2022-2023,EreDivisie,Emmen,Julius Dirksen,NED,DF,19.0,1.0,0.0,0.0,8.0,5.0,0.0,15.0,34.0,24.0,0.0,0.0,0.0,87.0,24.0,25.0,49.0
2022-2023,EreDivisie,Emmen,Mike te Wierik,NED,DF,30.0,4.0,1.0,1.0,26.0,5.0,1.0,11.0,15.0,20.0,0.0,1.0,0.0,54.0,28.0,22.0,56.0
2022-2023,EreDivisie,Emmen,Jeremy Antonisse,CUW,"FW,MF",20.0,0.0,0.0,0.0,6.0,9.0,4.0,17.0,8.0,7.0,0.0,0.0,0.0,48.0,13.0,21.0,38.2
2022-2023,EreDivisie,Emmen,Eric Oelschlägel,GER,GK,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,
2022-2023,EreDivisie,Emmen,Jasin Assehnoun,FIN,FW,23.0,4.0,0.0,0.0,16.0,14.0,2.0,33.0,6.0,14.0,0.0,0.0,0.0,46.0,9.0,22.0,29.0
2022-2023,EreDivisie,Emmen,Jeff Hardeveld,NED,DF,27.0,0.0,0.0,0.0,4.0,1.0,0.0,18.0,12.0,13.0,0.0,0.0,0.0,23.0,3.0,4.0,42.9
2022-2023,EreDivisie,Emmen,Dennis Vos,NED,DF,20.0,0.0,0.0,0.0,4.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,28.0,5.0,10.0,33.3
2022-2023,EreDivisie,Emmen,Michaël Heylen,BEL,"DF,MF",28.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,27.0,7.0,11.0,38.9
2022-2023,EreDivisie,Emmen,Ben Scholte,NED,MF,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,4.0,42.9
2022-2023,EreDivisie,Emmen,Danny Hoesen,NED,FW,31.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,25.0
2022-2023,EreDivisie,Emmen,Maikel Kieftenbeld,NED,MF,32.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0
2022-2023,EreDivisie,Emmen,Oussama Darfalou,ALG,"FW,MF",28.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,18.0,14.3
2022-2023,EreDivisie,Emmen,Fernando Pacheco Rivas,PER,"FW,MF",23.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,3.0,40.0
2022-2023,EreDivisie,Emmen,Azzeddine Toufiqui,FRA,"MF,FW",23.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
2022-2023,EreDivisie,Emmen,Arnaud Luzayadio,FRA,FW,23.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
2022-2023,EreDivisie,Emmen,Maurilio de Lannoy,NED,DF,18.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
2022-2023,EreDivisie,Emmen,Metehan Güçlü,TUR,FW,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,EreDivisie,Cambuur,Alex Bangura,SLE,DF,23.0,5.0,1.0,0.0,34.0,59.0,0.0,58.0,20.0,27.0,0.0,0.0,0.0,187.0,5.0,13.0,27.8
2022-2023,EreDivisie,Cambuur,Daniël van Kaam,NED,MF,22.0,1.0,0.0,0.0,11.0,29.0,1.0,36.0,12.0,17.0,0.0,0.0,0.0,124.0,19.0,22.0,46.3
2022-2023,EreDivisie,Cambuur,Mees Hoedemakers,NED,MF,24.0,3.0,2.0,1.0,32.0,11.0,1.0,36.0,35.0,37.0,0.0,1.0,0.0,151.0,20.0,32.0,38.5
2022-2023,EreDivisie,Cambuur,Mitchell Paulissen,NED,MF,29.0,5.0,0.0,0.0,20.0,12.0,2.0,47.0,11.0,27.0,0.0,0.0,0.0,134.0,30.0,38.0,44.1
2022-2023,EreDivisie,Cambuur,Marco Tol,NED,DF,24.0,1.0,0.0,0.0,9.0,6.0,0.0,0.0,36.0,14.0,0.0,0.0,1.0,95.0,44.0,44.0,50.0
2022-2023,EreDivisie,Cambuur,Floris Smand,NED,DF,19.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,38.0,15.0,0.0,0.0,0.0,111.0,27.0,29.0,48.2
2022-2023,EreDivisie,Cambuur,Leon Bergsma,NED,DF,25.0,4.0,0.0,0.0,14.0,5.0,0.0,2.0,20.0,23.0,0.0,1.0,1.0,92.0,34.0,37.0,47.9
2022-2023,EreDivisie,Cambuur,Doke Schmidt,NED,DF,30.0,5.0,0.0,0.0,23.0,12.0,0.0,18.0,23.0,25.0,0.0,2.0,0.0,97.0,21.0,8.0,72.4
2022-2023,EreDivisie,Cambuur,Sai van Wermeskerken,JPN,DF,28.0,1.0,0.0,0.0,23.0,13.0,0.0,33.0,22.0,33.0,0.0,0.0,0.0,117.0,10.0,15.0,40.0
2022-2023,EreDivisie,Cambuur,Jamie Jacobs,NED,MF,24.0,2.0,1.0,0.0,39.0,14.0,4.0,26.0,14.0,15.0,0.0,2.0,0.0,90.0,26.0,36.0,41.9
2022-2023,EreDivisie,Cambuur,João Virgínia,POR,GK,22.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,3.0,1.0,75.0
2022-2023,EreDivisie,Cambuur,Michael Breij,NED,"FW,MF",25.0,3.0,0.0,0.0,27.0,25.0,2.0,47.0,11.0,18.0,0.0,0.0,0.0,79.0,10.0,31.0,24.4
2022-2023,EreDivisie,Cambuur,Robbin Ruiter,NED,GK,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,27.0,6.0,0.0,100.0
2022-2023,EreDivisie,Cambuur,Navarone Foor,NED,"MF,FW",30.0,2.0,0.0,0.0,9.0,12.0,3.0,83.0,6.0,12.0,0.0,0.0,0.0,54.0,4.0,15.0,21.1
2022-2023,EreDivisie,Cambuur,Silvester van der Water,NED,"FW,MF",25.0,3.0,0.0,0.0,20.0,15.0,1.0,82.0,3.0,23.0,0.0,0.0,0.0,57.0,7.0,19.0,26.9
2022-2023,EreDivisie,Cambuur,Roberts Uldriķis,LVA,FW,24.0,4.0,0.0,0.0,20.0,8.0,13.0,1.0,2.0,6.0,0.0,0.0,0.0,26.0,84.0,63.0,57.1
2022-2023,EreDivisie,Cambuur,Remco Balk,NED,"FW,MF",21.0,5.0,0.0,0.0,23.0,33.0,1.0,52.0,4.0,16.0,2.0,0.0,0.0,60.0,10.0,11.0,47.6
2022-2023,EreDivisie,Cambuur,Bjørn Johnsen,NOR,FW,30.0,0.0,0.0,0.0,7.0,6.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,16.0,37.0,46.0,44.6
2022-2023,EreDivisie,Cambuur,Tom Boere,NED,FW,29.0,1.0,0.0,0.0,6.0,11.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,17.0,22.0,26.0,45.8
2022-2023,EreDivisie,Cambuur,Mimoun Mahi,MAR,"FW,MF",28.0,1.0,0.0,0.0,6.0,8.0,0.0,31.0,8.0,4.0,0.0,0.0,0.0,38.0,2.0,5.0,28.6
2022-2023,EreDivisie,Cambuur,Calvin Mac-Intosch,SUR,DF,32.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,10.0,12.0,0.0,0.0,1.0,47.0,9.0,14.0,39.1
2022-2023,EreDivisie,Cambuur,Milan Smit,NED,"FW,MF",19.0,0.0,0.0,0.0,2.0,4.0,1.0,12.0,2.0,3.0,0.0,0.0,0.0,15.0,7.0,21.0,25.0
2022-2023,EreDivisie,Cambuur,Robin Maulun,FRA,"MF,FW",25.0,0.0,0.0,0.0,6.0,3.0,0.0,29.0,1.0,2.0,0.0,0.0,0.0,24.0,3.0,4.0,42.9
2022-2023,EreDivisie,Cambuur,Felix Mambimbi,SUI,"FW,MF",21.0,0.0,0.0,0.0,2.0,10.0,1.0,8.0,3.0,2.0,0.0,0.0,0.0,18.0,1.0,2.0,33.3
2022-2023,EreDivisie,Cambuur,David Sambissa,GAB,"FW,MF",26.0,0.0,0.0,0.0,3.0,8.0,2.0,41.0,7.0,13.0,0.0,0.0,0.0,24.0,6.0,11.0,35.3
2022-2023,EreDivisie,Cambuur,Sékou Oumar Sylla,GUI,DF,23.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,3.0,0.0
2022-2023,EreDivisie,Cambuur,Ben Rienstra,NED,"MF,DF",32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,50.0
2022-2023,EreDivisie,Cambuur,Brett Minnema,NED,GK,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,EreDivisie,Cambuur,Jasper Ter Heide,NED,"MF,FW",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,25.0
2022-2023,EreDivisie,Cambuur,Vincent Pichel,NED,"MF,FW",20.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
2022-2023,EreDivisie,Cambuur,Sam Hendriks,NED,MF,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
2022-2023,EreDivisie,Groningen,Isak Määttä,NOR,"DF,FW",20.0,6.0,1.0,1.0,26.0,28.0,4.0,79.0,22.0,24.0,0.0,1.0,0.0,152.0,25.0,34.0,42.4
2022-2023,EreDivisie,Groningen,Radinio Balker,NED,DF,23.0,2.0,1.0,0.0,16.0,17.0,0.0,13.0,38.0,31.0,0.0,1.0,0.0,173.0,60.0,59.0,50.4
2022-2023,EreDivisie,Groningen,Ricardo Pepi,USA,FW,19.0,2.0,0.0,0.0,19.0,7.0,19.0,4.0,16.0,17.0,0.0,0.0,0.0,70.0,61.0,100.0,37.9
2022-2023,EreDivisie,Groningen,Tomáš Suslov,SVK,"MF,FW",20.0,6.0,0.0,0.0,32.0,63.0,2.0,91.0,25.0,31.0,1.0,0.0,0.0,153.0,13.0,20.0,39.4
2022-2023,EreDivisie,Groningen,Michael Verrips,NED,GK,25.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,28.0,5.0,0.0,100.0
2022-2023,EreDivisie,Groningen,Laros Duarte,NED,MF,25.0,0.0,1.0,0.0,12.0,19.0,0.0,48.0,14.0,16.0,0.0,2.0,0.0,116.0,7.0,21.0,25.0
2022-2023,EreDivisie,Groningen,Johan Hove,NOR,MF,21.0,1.0,0.0,0.0,9.0,9.0,1.0,55.0,18.0,18.0,0.0,0.0,0.0,108.0,30.0,25.0,54.5
2022-2023,EreDivisie,Groningen,Joey Pelupessy,NED,MF,29.0,1.0,0.0,0.0,12.0,6.0,0.0,0.0,19.0,24.0,0.0,0.0,0.0,72.0,28.0,19.0,59.6
2022-2023,EreDivisie,Groningen,Neraysho Kasanwirjo,NED,"DF,MF",20.0,2.0,0.0,0.0,14.0,13.0,1.0,20.0,17.0,22.0,0.0,0.0,0.0,79.0,14.0,8.0,63.6
2022-2023,EreDivisie,Groningen,Mike te Wierik,NED,DF,30.0,4.0,0.0,0.0,14.0,6.0,1.0,0.0,25.0,12.0,0.0,1.0,0.0,74.0,23.0,14.0,62.2
2022-2023,EreDivisie,Groningen,Thijmen Blokzijl,NED,DF,17.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,77.0,16.0,23.0,41.0
2022-2023,EreDivisie,Groningen,Ragnar Oratmangoen,NED,"MF,FW",24.0,1.0,0.0,0.0,11.0,5.0,0.0,9.0,16.0,17.0,0.0,0.0,0.0,99.0,14.0,6.0,70.0
2022-2023,EreDivisie,Groningen,Liam van Gelderen,NED,"DF,MF",21.0,4.0,0.0,0.0,15.0,6.0,1.0,17.0,15.0,25.0,0.0,0.0,0.0,64.0,20.0,18.0,52.6
2022-2023,EreDivisie,Groningen,Florian Krüger,GER,"FW,MF",23.0,1.0,0.0,0.0,14.0,7.0,1.0,23.0,3.0,13.0,0.0,0.0,0.0,37.0,11.0,14.0,44.0
2022-2023,EreDivisie,Groningen,Mads Bech Sørensen,DEN,DF,23.0,2.0,0.0,0.0,7.0,2.0,1.0,2.0,6.0,7.0,0.0,1.0,0.0,54.0,10.0,12.0,45.5
2022-2023,EreDivisie,Groningen,Luciano Valente,ITA,MF,18.0,4.0,0.0,0.0,17.0,4.0,0.0,14.0,3.0,10.0,0.0,0.0,0.0,56.0,16.0,21.0,43.2
2022-2023,EreDivisie,Groningen,Daleho Irandust,SWE,"FW,MF",24.0,1.0,0.0,0.0,7.0,11.0,0.0,18.0,4.0,11.0,0.0,0.0,0.0,54.0,4.0,13.0,23.5
2022-2023,EreDivisie,Groningen,Peter Leeuwenburgh,NED,GK,28.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,50.0
2022-2023,EreDivisie,Groningen,Oliver Antman,FIN,"FW,MF",20.0,0.0,0.0,0.0,5.0,3.0,2.0,15.0,2.0,7.0,0.0,0.0,0.0,30.0,0.0,5.0,0.0
2022-2023,EreDivisie,Groningen,Cyril Ngonge,BEL,FW,22.0,0.0,0.0,0.0,9.0,10.0,1.0,22.0,8.0,7.0,0.0,0.0,0.0,27.0,19.0,13.0,59.4
2022-2023,EreDivisie,Groningen,Elvis Manu,NED,FW,28.0,0.0,0.0,0.0,12.0,15.0,8.0,8.0,3.0,5.0,0.0,0.0,0.0,28.0,1.0,12.0,7.7
2022-2023,EreDivisie,Groningen,Damil Dankerlui,SUR,DF,25.0,2.0,0.0,0.0,11.0,1.0,2.0,32.0,10.0,15.0,0.0,0.0,0.0,59.0,13.0,8.0,61.9
2022-2023,EreDivisie,Groningen,Jetro Willems,NED,DF,28.0,0.0,0.0,0.0,1.0,10.0,0.0,16.0,2.0,8.0,0.0,0.0,0.0,40.0,6.0,1.0,85.7
2022-2023,EreDivisie,Groningen,Nordin Musampa,NED,DF,20.0,1.0,1.0,0.0,12.0,5.0,0.0,7.0,7.0,13.0,0.0,0.0,0.0,30.0,9.0,5.0,64.3
2022-2023,EreDivisie,Groningen,Paulos Abraham,SWE,"FW,MF",20.0,0.0,0.0,0.0,4.0,1.0,2.0,7.0,2.0,7.0,0.0,0.0,0.0,30.0,1.0,8.0,11.1
2022-2023,EreDivisie,Groningen,Matěj Chaluš,CZE,DF,24.0,2.0,0.0,0.0,13.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,28.0,12.0,11.0,52.2
2022-2023,EreDivisie,Groningen,Jørgen Strand Larsen,NOR,FW,22.0,0.0,0.0,0.0,3.0,9.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,10.0,6.0,3.0,66.7
2022-2023,EreDivisie,Groningen,Ramon Lundqvist,SWE,MF,25.0,1.0,0.0,0.0,3.0,5.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,19.0,4.0,6.0,40.0
2022-2023,EreDivisie,Groningen,Jorg Schreuders,NED,DF,17.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,4.0,5.0,0.0,0.0,0.0,33.0,1.0,4.0,20.0
2022-2023,EreDivisie,Groningen,Thom van Bergen,NED,"FW,DF",18.0,1.0,0.0,0.0,10.0,3.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,22.0,6.0,15.0,28.6
2022-2023,EreDivisie,Groningen,Jan de Boer,NED,GK,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
2022-2023,EreDivisie,Groningen,Marin Šverko,CRO,DF,24.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,14.0,6.0,3.0,66.7
2022-2023,EreDivisie,Groningen,Aimar Sher,SWE,"MF,FW",19.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,3.0,5.0,37.5
2022-2023,EreDivisie,Groningen,Yahya Kalley,SWE,"DF,MF",21.0,2.0,0.0,0.0,4.0,3.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,10.0,3.0,1.0,75.0
2022-2023,EreDivisie,Groningen,Romano Postema,NED,"MF,FW",20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
2022-2023,EreDivisie,Groningen,Patrick Joosten,NED,FW,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
2022-2023,PrimeiraLiga,Benfica,Odisseas Vlachodimos,GRE,GK,28.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,0.0,100.0
2022-2023,PrimeiraLiga,Benfica,Álex Grimaldo,ESP,DF,26.0,5.0,0.0,0.0,20.0,31.0,7.0,217.0,40.0,46.0,1.0,0.0,0.0,193.0,19.0,21.0,47.5
2022-2023,PrimeiraLiga,Benfica,João Mário,POR,FW,29.0,6.0,1.0,1.0,45.0,52.0,6.0,114.0,11.0,28.0,1.0,0.0,0.0,194.0,13.0,20.0,39.4
2022-2023,PrimeiraLiga,Benfica,Nicolás Otamendi,ARG,DF,34.0,11.0,1.0,1.0,32.0,24.0,0.0,2.0,66.0,48.0,0.0,1.0,0.0,221.0,90.0,43.0,67.7
2022-2023,PrimeiraLiga,Benfica,António Silva,POR,DF,18.0,5.0,0.0,0.0,38.0,10.0,5.0,3.0,38.0,30.0,0.0,1.0,0.0,216.0,46.0,29.0,61.3
2022-2023,PrimeiraLiga,Benfica,Gonçalo Ramos,POR,FW,21.0,4.0,1.0,1.0,50.0,43.0,14.0,4.0,3.0,12.0,1.0,0.0,0.0,71.0,65.0,66.0,49.6
2022-2023,PrimeiraLiga,Benfica,Rafa Silva,POR,"MF,FW",29.0,6.0,0.0,0.0,18.0,65.0,16.0,24.0,2.0,9.0,3.0,0.0,0.0,97.0,9.0,20.0,31.0
2022-2023,PrimeiraLiga,Benfica,Florentino Luís,POR,MF,22.0,5.0,0.0,0.0,33.0,7.0,1.0,3.0,63.0,45.0,0.0,0.0,0.0,165.0,36.0,23.0,61.0
2022-2023,PrimeiraLiga,Benfica,Fredrik Aursnes,NOR,"FW,MF",26.0,5.0,0.0,0.0,25.0,10.0,8.0,37.0,32.0,29.0,1.0,0.0,0.0,157.0,21.0,23.0,47.7
2022-2023,PrimeiraLiga,Benfica,David Neres,BRA,"FW,MF",25.0,2.0,0.0,0.0,25.0,24.0,5.0,118.0,3.0,8.0,0.0,0.0,0.0,96.0,4.0,13.0,23.5
2022-2023,PrimeiraLiga,Benfica,Alexander Bah,DEN,DF,24.0,1.0,0.0,0.0,33.0,39.0,1.0,85.0,36.0,34.0,2.0,0.0,1.0,118.0,36.0,32.0,52.9
2022-2023,PrimeiraLiga,Benfica,Enzo Fernández,ARG,MF,21.0,3.0,0.0,0.0,18.0,16.0,1.0,39.0,15.0,17.0,0.0,0.0,0.0,93.0,9.0,14.0,39.1
2022-2023,PrimeiraLiga,Benfica,Chiquinho,POR,MF,27.0,2.0,0.0,0.0,26.0,28.0,2.0,59.0,16.0,26.0,0.0,0.0,0.0,110.0,12.0,13.0,48.0
2022-2023,PrimeiraLiga,Benfica,Gilberto,BRA,DF,29.0,2.0,0.0,0.0,10.0,7.0,2.0,49.0,11.0,14.0,0.0,0.0,0.0,62.0,7.0,13.0,35.0
2022-2023,PrimeiraLiga,Benfica,Morato,BRA,DF,21.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,52.0,19.0,10.0,65.5
2022-2023,PrimeiraLiga,Benfica,João Neves,POR,"MF,FW",17.0,1.0,0.0,0.0,15.0,22.0,0.0,8.0,9.0,19.0,0.0,0.0,0.0,56.0,14.0,10.0,58.3
2022-2023,PrimeiraLiga,Benfica,Gonçalo Guedes,POR,"FW,MF",25.0,1.0,0.0,0.0,9.0,9.0,4.0,15.0,1.0,2.0,0.0,0.0,0.0,16.0,1.0,4.0,20.0
2022-2023,PrimeiraLiga,Benfica,Julian Draxler,GER,"MF,FW",28.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,17.0,2.0,1.0,66.7
2022-2023,PrimeiraLiga,Benfica,Petar Musa,CRO,FW,24.0,1.0,0.0,0.0,18.0,10.0,6.0,2.0,7.0,9.0,1.0,0.0,0.0,21.0,30.0,13.0,69.8
2022-2023,PrimeiraLiga,Benfica,Diogo Gonçalves,POR,FW,25.0,0.0,0.0,0.0,4.0,6.0,2.0,14.0,1.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,
2022-2023,PrimeiraLiga,Benfica,Mihailo Ristić,SRB,DF,26.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,1.0,50.0
2022-2023,PrimeiraLiga,Benfica,Henrique Araújo,POR,"MF,FW",20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,33.3
2022-2023,PrimeiraLiga,Benfica,Julian Weigl,GER,MF,26.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0
