Season,League,Team,Player,Nation,Pos,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2022-2023,EPL,Liverpool,Bobby Clark,ENG,MF,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,EPL,Brighton,Pascal Groß,GER,"MF,DF",31.0,6.0,0.0,0.0,35.0,18.0,10.0,224.0,13.0,38.0,0.0,1.0,1.0,140.0,10.0,36.0,21.7
2022-2023,EPL,Brighton,Lewis Dunk,ENG,DF,30.0,4.0,0.0,0.0,18.0,27.0,1.0,2.0,34.0,19.0,0.0,4.0,1.0,253.0,68.0,47.0,59.1
2022-2023,EPL,Brighton,Moisés Caicedo,ECU,MF,20.0,10.0,0.0,0.0,65.0,54.0,0.0,17.0,56.0,50.0,0.0,0.0,0.0,248.0,37.0,20.0,64.9
2022-2023,EPL,Brighton,Alexis Mac Allister,ARG,MF,23.0,8.0,0.0,0.0,35.0,57.0,0.0,29.0,22.0,39.0,0.0,0.0,1.0,213.0,25.0,16.0,61.0
2022-2023,EPL,Brighton,Solly March,ENG,"FW,DF",28.0,2.0,0.0,0.0,46.0,39.0,12.0,155.0,24.0,31.0,0.0,0.0,0.0,125.0,29.0,38.0,43.3
2022-2023,EPL,Brighton,Pervis Estupiñán,ECU,DF,24.0,4.0,0.0,0.0,42.0,26.0,11.0,101.0,37.0,31.0,1.0,1.0,0.0,191.0,36.0,28.0,56.3
2022-2023,EPL,Brighton,Joël Veltman,NED,DF,30.0,6.0,0.0,0.0,27.0,38.0,0.0,23.0,19.0,32.0,0.0,1.0,0.0,125.0,26.0,18.0,59.1
2022-2023,EPL,Brighton,Kaoru Mitoma,JPN,"FW,MF",25.0,0.0,0.0,0.0,29.0,27.0,6.0,41.0,17.0,27.0,1.0,0.0,0.0,120.0,18.0,19.0,48.6
2022-2023,EPL,Brighton,Robert Sánchez,ESP,GK,24.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,25.0,7.0,0.0,100.0
2022-2023,EPL,Brighton,Adam Webster,ENG,DF,27.0,2.0,0.0,0.0,10.0,6.0,1.0,2.0,19.0,12.0,0.0,0.0,1.0,143.0,60.0,27.0,69.0
2022-2023,EPL,Brighton,Danny Welbeck,ENG,FW,31.0,0.0,0.0,0.0,25.0,18.0,5.0,0.0,5.0,7.0,1.0,0.0,0.0,37.0,32.0,27.0,54.2
2022-2023,EPL,Brighton,Leandro Trossard,BEL,"FW,MF",27.0,1.0,0.0,0.0,10.0,13.0,4.0,35.0,6.0,6.0,1.0,0.0,0.0,65.0,6.0,11.0,35.3
2022-2023,EPL,Brighton,Jason Steele,ENG,GK,31.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,100.0
2022-2023,EPL,Brighton,Levi Colwill,ENG,DF,19.0,1.0,0.0,0.0,8.0,10.0,0.0,1.0,15.0,7.0,0.0,0.0,0.0,74.0,45.0,18.0,71.4
2022-2023,EPL,Brighton,Adam Lallana,ENG,"MF,FW",34.0,0.0,0.0,0.0,2.0,7.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,25.0,8.0,9.0,47.1
2022-2023,EPL,Brighton,Evan Ferguson,IRL,FW,17.0,1.0,0.0,0.0,9.0,11.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,25.0,9.0,14.0,39.1
2022-2023,EPL,Brighton,Julio César Enciso,PAR,"FW,MF",18.0,1.0,0.0,0.0,13.0,15.0,3.0,12.0,4.0,4.0,0.0,0.0,0.0,36.0,6.0,8.0,42.9
2022-2023,EPL,Brighton,Billy Gilmour,SCO,MF,21.0,1.0,0.0,0.0,8.0,3.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,35.0,5.0,5.0,50.0
2022-2023,EPL,Brighton,Deniz Undav,GER,"FW,MF",26.0,2.0,0.0,0.0,15.0,4.0,7.0,1.0,0.0,4.0,0.0,0.0,1.0,21.0,5.0,7.0,41.7
2022-2023,EPL,Brighton,Facundo Buonanotte,ARG,"FW,MF",17.0,2.0,0.0,0.0,9.0,7.0,3.0,7.0,4.0,1.0,0.0,0.0,0.0,25.0,2.0,4.0,33.3
2022-2023,EPL,Brighton,Tariq Lamptey,GHA,DF,21.0,1.0,0.0,0.0,6.0,14.0,0.0,31.0,7.0,6.0,0.0,0.0,0.0,31.0,2.0,7.0,22.2
2022-2023,EPL,Brighton,Jan Paul van Hecke,NED,DF,22.0,2.0,0.0,0.0,7.0,4.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,15.0,6.0,15.0,28.6
2022-2023,EPL,Brighton,Enock Mwepu,ZAM,"FW,MF",24.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0
2022-2023,EPL,Brighton,Jeremy Sarmiento,ECU,MF,20.0,1.0,0.0,0.0,4.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
2022-2023,EPL,Brighton,Yasin Ayari,SWE,MF,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
2022-2023,EPL,Brighton,Odeluga Offiah,ENG,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
2022-2023,EPL,Brighton,Andrew Moran,IRL,FW,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,EPL,Brighton,Cameron Peupion,AUS,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
2022-2023,EPL,Brighton,Jack Hinshelwood,ENG,FW,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,EPL,Aston Villa,Ezri Konsa,ENG,DF,24.0,6.0,0.0,0.0,12.0,64.0,0.0,4.0,26.0,20.0,0.0,0.0,0.0,164.0,55.0,37.0,59.8
2022-2023,EPL,Aston Villa,Emiliano Martínez,ARG,GK,29.0,7.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,41.0,13.0,0.0,100.0
2022-2023,EPL,Aston Villa,Ollie Watkins,ENG,FW,26.0,4.0,0.0,0.0,26.0,39.0,18.0,9.0,10.0,13.0,1.0,0.0,0.0,59.0,70.0,100.0,41.2
2022-2023,EPL,Aston Villa,Tyrone Mings,ENG,DF,29.0,7.0,0.0,0.0,18.0,22.0,3.0,3.0,54.0,7.0,1.0,0.0,1.0,174.0,61.0,24.0,71.8
2022-2023,EPL,Aston Villa,Douglas Luiz,BRA,MF,24.0,6.0,1.0,0.0,48.0,42.0,2.0,106.0,40.0,42.0,0.0,0.0,0.0,197.0,25.0,22.0,53.2
2022-2023,EPL,Aston Villa,Jacob Ramsey,ENG,"MF,FW",21.0,5.0,0.0,0.0,35.0,45.0,2.0,18.0,23.0,39.0,0.0,1.0,1.0,141.0,16.0,33.0,32.7
2022-2023,EPL,Aston Villa,John McGinn,SCO,"MF,FW",27.0,7.0,0.0,0.0,41.0,66.0,0.0,50.0,24.0,36.0,2.0,0.0,0.0,176.0,22.0,21.0,51.2
2022-2023,EPL,Aston Villa,Emi Buendía,ARG,"MF,FW",25.0,0.0,0.0,0.0,43.0,44.0,1.0,18.0,20.0,23.0,0.0,0.0,0.0,138.0,23.0,54.0,29.9
2022-2023,EPL,Aston Villa,Leon Bailey,JAM,"FW,MF",24.0,4.0,0.0,0.0,29.0,22.0,9.0,96.0,6.0,6.0,0.0,1.0,0.0,72.0,24.0,46.0,34.3
2022-2023,EPL,Aston Villa,Ashley Young,ENG,DF,37.0,7.0,0.0,0.0,24.0,28.0,1.0,42.0,21.0,27.0,0.0,1.0,0.0,131.0,13.0,11.0,54.2
2022-2023,EPL,Aston Villa,Boubacar Kamara,FRA,MF,22.0,4.0,0.0,0.0,34.0,31.0,0.0,1.0,19.0,25.0,0.0,0.0,0.0,126.0,22.0,17.0,56.4
2022-2023,EPL,Aston Villa,Matty Cash,POL,DF,24.0,4.0,0.0,0.0,21.0,15.0,2.0,46.0,26.0,32.0,0.0,1.0,0.0,108.0,12.0,13.0,48.0
2022-2023,EPL,Aston Villa,Lucas Digne,FRA,DF,29.0,5.0,0.0,0.0,19.0,23.0,2.0,77.0,18.0,12.0,0.0,1.0,1.0,86.0,26.0,17.0,60.5
2022-2023,EPL,Aston Villa,Álex Moreno,ESP,DF,29.0,3.0,0.0,0.0,17.0,11.0,0.0,48.0,7.0,14.0,0.0,0.0,0.0,69.0,9.0,12.0,42.9
2022-2023,EPL,Aston Villa,Danny Ings,ENG,FW,30.0,3.0,0.0,0.0,8.0,5.0,9.0,4.0,1.0,5.0,0.0,0.0,0.0,19.0,16.0,12.0,57.1
2022-2023,EPL,Aston Villa,Philippe Coutinho,BRA,"MF,FW",30.0,3.0,0.0,0.0,16.0,14.0,2.0,19.0,4.0,14.0,0.0,0.0,0.0,41.0,3.0,13.0,18.8
2022-2023,EPL,Aston Villa,Leander Dendoncker,BEL,MF,27.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,9.0,0.0,0.0,0.0,36.0,10.0,8.0,55.6
2022-2023,EPL,Aston Villa,Calum Chambers,ENG,"DF,MF",27.0,2.0,0.0,0.0,7.0,2.0,0.0,4.0,7.0,6.0,0.0,0.0,0.0,23.0,3.0,6.0,33.3
2022-2023,EPL,Aston Villa,Robin Olsen,SWE,GK,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,
2022-2023,EPL,Aston Villa,Diego Carlos,BRA,DF,29.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,6.0,3.0,66.7
2022-2023,EPL,Aston Villa,Bertrand Traoré,BFA,"FW,MF",26.0,1.0,0.0,0.0,2.0,8.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,8.0,2.0,4.0,33.3
2022-2023,EPL,Aston Villa,Jan Bednarek,POL,DF,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,
2022-2023,EPL,Aston Villa,Ludwig Augustinsson,SWE,DF,28.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,9.0,4.0,1.0,80.0
2022-2023,EPL,Aston Villa,Jhon Durán,COL,"FW,MF",18.0,1.0,0.0,0.0,9.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,7.0,10.0,41.2
2022-2023,EPL,Aston Villa,Cameron Archer,ENG,"FW,MF",21.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
2022-2023,EPL,Aston Villa,Morgan Sanson,FRA,MF,27.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2022-2023,EPL,Tottenham,Harry Kane,ENG,FW,29.0,6.0,0.0,0.0,31.0,56.0,16.0,37.0,2.0,12.0,2.0,0.0,0.0,96.0,66.0,81.0,44.9
2022-2023,EPL,Tottenham,Pierre Højbjerg,DEN,MF,26.0,5.0,0.0,0.0,38.0,36.0,1.0,15.0,49.0,30.0,0.0,0.0,0.0,245.0,27.0,7.0,79.4
2022-2023,EPL,Tottenham,Son Heung-min,KOR,"MF,FW",30.0,2.0,0.0,0.0,13.0,36.0,18.0,113.0,13.0,12.0,0.0,0.0,0.0,109.0,9.0,28.0,24.3
2022-2023,EPL,Tottenham,Eric Dier,ENG,DF,28.0,3.0,0.0,0.0,25.0,10.0,1.0,11.0,35.0,19.0,0.0,0.0,0.0,140.0,80.0,35.0,69.6
2022-2023,EPL,Tottenham,Cristian Romero,ARG,DF,24.0,11.0,1.0,1.0,42.0,12.0,0.0,0.0,44.0,36.0,1.0,1.0,0.0,173.0,57.0,26.0,68.7
2022-2023,EPL,Tottenham,Ben Davies,WAL,DF,29.0,4.0,0.0,0.0,30.0,17.0,1.0,35.0,18.0,11.0,0.0,0.0,0.0,84.0,70.0,53.0,56.9
2022-2023,EPL,Tottenham,Hugo Lloris,FRA,GK,35.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,30.0,9.0,3.0,75.0
2022-2023,EPL,Tottenham,Clément Lenglet,FRA,DF,27.0,4.0,0.0,0.0,23.0,17.0,0.0,16.0,18.0,23.0,0.0,0.0,0.0,119.0,43.0,28.0,60.6
2022-2023,EPL,Tottenham,Ivan Perišić,CRO,"DF,MF",33.0,6.0,0.0,0.0,30.0,8.0,6.0,196.0,22.0,24.0,0.0,0.0,0.0,117.0,33.0,32.0,50.8
2022-2023,EPL,Tottenham,Dejan Kulusevski,SWE,"MF,FW",22.0,2.0,0.0,0.0,36.0,25.0,3.0,62.0,13.0,15.0,0.0,1.0,0.0,145.0,3.0,7.0,30.0
2022-2023,EPL,Tottenham,Emerson,BRA,DF,23.0,2.0,1.0,0.0,21.0,33.0,0.0,46.0,18.0,33.0,0.0,0.0,0.0,102.0,28.0,27.0,50.9
2022-2023,EPL,Tottenham,Oliver Skipp,ENG,MF,21.0,7.0,0.0,0.0,23.0,17.0,0.0,10.0,17.0,17.0,0.0,0.0,0.0,107.0,7.0,25.0,21.9
2022-2023,EPL,Tottenham,Rodrigo Bentancur,URU,MF,25.0,8.0,0.0,0.0,24.0,8.0,0.0,16.0,20.0,28.0,0.0,0.0,0.0,128.0,15.0,16.0,48.4
2022-2023,EPL,Tottenham,Fraser Forster,ENG,GK,34.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,100.0
2022-2023,EPL,Tottenham,Pedro Porro,ESP,"DF,MF",22.0,0.0,0.0,0.0,12.0,16.0,1.0,77.0,15.0,16.0,0.0,0.0,0.0,85.0,1.0,11.0,8.3
2022-2023,EPL,Tottenham,Richarlison,BRA,"MF,FW",25.0,3.0,0.0,0.0,14.0,22.0,9.0,16.0,5.0,16.0,2.0,0.0,0.0,52.0,18.0,29.0,38.3
2022-2023,EPL,Tottenham,Yves Bissouma,MLI,MF,25.0,6.0,0.0,0.0,17.0,10.0,1.0,2.0,12.0,13.0,0.0,0.0,0.0,68.0,6.0,12.0,33.3
2022-2023,EPL,Tottenham,Ryan Sessegnon,ENG,DF,22.0,4.0,0.0,0.0,15.0,6.0,7.0,30.0,6.0,11.0,0.0,0.0,0.0,49.0,10.0,10.0,50.0
2022-2023,EPL,Tottenham,Davinson Sánchez,COL,DF,26.0,1.0,0.0,0.0,7.0,4.0,1.0,2.0,12.0,11.0,0.0,1.0,0.0,45.0,28.0,16.0,63.6
2022-2023,EPL,Tottenham,Matt Doherty,IRL,"DF,MF",30.0,0.0,0.0,0.0,11.0,4.0,0.0,18.0,8.0,10.0,0.0,0.0,0.0,31.0,20.0,13.0,60.6
2022-2023,EPL,Tottenham,Pape Matar Sarr,SEN,"MF,FW",19.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,22.0,3.0,5.0,37.5
2022-2023,EPL,Tottenham,Bryan Gil,ESP,"MF,FW",21.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
2022-2023,EPL,Tottenham,Japhet Tanganga,ENG,DF,23.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,6.0,2.0,75.0
2022-2023,EPL,Tottenham,Arnaut Danjuma,NED,"FW,MF",25.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,33.3
2022-2023,EPL,Tottenham,Lucas Moura,BRA,"MF,DF",29.0,0.0,1.0,0.0,3.0,3.0,0.0,9.0,2.0,5.0,0.0,0.0,0.0,9.0,5.0,4.0,55.6
2022-2023,EPL,Tottenham,Matthew Craig,SCO,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,EPL,Tottenham,Djed Spence,ENG,"FW,DF",21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
2022-2023,EPL,Tottenham,Harvey White,ENG,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
2022-2023,EPL,Tottenham,George Abbott,ENG,MF,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,EPL,Brentford,David Raya,ESP,GK,26.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47.0,12.0,2.0,85.7
2022-2023,EPL,Brentford,Ben Mee,ENG,DF,32.0,2.0,0.0,0.0,14.0,15.0,1.0,7.0,48.0,24.0,0.0,0.0,0.0,199.0,131.0,98.0,57.2
2022-2023,EPL,Brentford,Rico Henry,ENG,DF,25.0,4.0,0.0,0.0,32.0,38.0,2.0,87.0,30.0,31.0,1.0,0.0,0.0,197.0,40.0,55.0,42.1
2022-2023,EPL,Brentford,Mathias Jensen,DEN,MF,26.0,5.0,0.0,0.0,32.0,25.0,1.0,158.0,32.0,35.0,0.0,0.0,0.0,175.0,11.0,17.0,39.3
2022-2023,EPL,Brentford,Bryan Mbeumo,CMR,FW,22.0,5.0,0.0,0.0,27.0,23.0,6.0,156.0,13.0,18.0,0.0,0.0,0.0,135.0,35.0,63.0,35.7
2022-2023,EPL,Brentford,Ivan Toney,ENG,FW,26.0,9.0,0.0,0.0,52.0,74.0,27.0,34.0,14.0,13.0,3.0,0.0,0.0,103.0,109.0,117.0,48.2
2022-2023,EPL,Brentford,Ethan Pinnock,JAM,DF,29.0,0.0,0.0,0.0,6.0,10.0,0.0,10.0,35.0,28.0,0.0,0.0,1.0,123.0,105.0,52.0,66.9
2022-2023,EPL,Brentford,Vitaly Janelt,GER,"MF,DF",24.0,3.0,0.0,0.0,22.0,21.0,2.0,22.0,29.0,27.0,0.0,0.0,0.0,159.0,32.0,23.0,58.2
2022-2023,EPL,Brentford,Aaron Hickey,SCO,DF,20.0,7.0,0.0,0.0,20.0,35.0,1.0,27.0,17.0,26.0,0.0,1.0,0.0,111.0,14.0,22.0,38.9
2022-2023,EPL,Brentford,Christian Nørgaard,DEN,MF,28.0,6.0,0.0,0.0,35.0,20.0,0.0,11.0,34.0,30.0,1.0,0.0,0.0,165.0,18.0,20.0,47.4
2022-2023,EPL,Brentford,Yoane Wissa,COD,FW,25.0,3.0,0.0,0.0,21.0,26.0,19.0,12.0,6.0,12.0,1.0,0.0,0.0,69.0,24.0,26.0,48.0
2022-2023,EPL,Brentford,Josh Dasilva,ENG,MF,23.0,1.0,0.0,0.0,14.0,23.0,0.0,33.0,5.0,9.0,0.0,0.0,0.0,66.0,6.0,8.0,42.9
2022-2023,EPL,Brentford,Mads Roerslev,DEN,DF,23.0,0.0,0.0,0.0,4.0,3.0,0.0,20.0,9.0,12.0,0.0,0.0,0.0,48.0,8.0,12.0,40.0
2022-2023,EPL,Brentford,Mathias Jørgensen,DEN,DF,32.0,2.0,0.0,0.0,9.0,4.0,2.0,3.0,16.0,8.0,0.0,0.0,1.0,53.0,17.0,16.0,51.5
2022-2023,EPL,Brentford,Mikkel Damsgaard,DEN,"MF,FW",22.0,4.0,0.0,0.0,13.0,11.0,0.0,29.0,10.0,21.0,0.0,0.0,0.0,70.0,10.0,9.0,52.6
2022-2023,EPL,Brentford,Kristoffer Ajer,NOR,DF,24.0,0.0,0.0,0.0,5.0,8.0,0.0,6.0,7.0,8.0,0.0,1.0,0.0,36.0,15.0,11.0,57.7
2022-2023,EPL,Brentford,Pontus Jansson,SWE,DF,31.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,3.0,0.0,0.0,0.0,25.0,25.0,12.0,67.6
2022-2023,EPL,Brentford,Frank Onyeka,NGA,MF,24.0,0.0,0.0,0.0,15.0,26.0,2.0,2.0,10.0,14.0,0.0,0.0,0.0,50.0,7.0,15.0,31.8
2022-2023,EPL,Brentford,Kevin Schade,GER,FW,20.0,2.0,0.0,0.0,13.0,8.0,6.0,15.0,4.0,8.0,1.0,0.0,0.0,33.0,30.0,24.0,55.6
2022-2023,EPL,Brentford,Shandon Baptiste,GRN,MF,24.0,3.0,1.0,1.0,11.0,12.0,1.0,11.0,7.0,9.0,0.0,0.0,0.0,45.0,6.0,7.0,46.2
2022-2023,EPL,Brentford,Keane Lewis-Potter,ENG,"FW,MF",21.0,0.0,0.0,0.0,1.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,4.0,50.0
2022-2023,EPL,Brentford,Saman Ghoddos,IRN,"MF,FW",28.0,0.0,0.0,0.0,3.0,3.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,24.0,5.0,4.0,55.6
2022-2023,EPL,Brentford,Sergi Canós,ESP,"FW,DF",25.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
2022-2023,EPL,Brentford,Mads Bech Sørensen,DEN,"DF,MF",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
2022-2023,EPL,Brentford,Halil Dervişoğlu,TUR,MF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,EPL,Fulham,Bernd Leno,GER,GK,30.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,11.0,0.0,100.0
2022-2023,EPL,Fulham,João Palhinha,POR,MF,27.0,14.0,0.0,0.0,48.0,50.0,1.0,3.0,46.0,83.0,0.0,1.0,1.0,212.0,71.0,39.0,64.5
2022-2023,EPL,Fulham,Antonee Robinson,USA,DF,24.0,8.0,0.0,0.0,33.0,23.0,3.0,134.0,53.0,38.0,0.0,1.0,0.0,235.0,40.0,30.0,57.1
2022-2023,EPL,Fulham,Harrison Reed,ENG,MF,27.0,5.0,0.0,0.0,38.0,21.0,4.0,54.0,19.0,27.0,0.0,0.0,1.0,160.0,29.0,36.0,44.6
2022-2023,EPL,Fulham,Tim Ream,USA,DF,34.0,2.0,0.0,0.0,18.0,7.0,1.0,4.0,41.0,16.0,0.0,1.0,0.0,199.0,48.0,31.0,60.8
2022-2023,EPL,Fulham,Andreas Pereira,BRA,MF,26.0,8.0,0.0,0.0,41.0,31.0,2.0,196.0,6.0,9.0,0.0,1.0,0.0,117.0,9.0,28.0,24.3
2022-2023,EPL,Fulham,Kenny Tete,NED,DF,26.0,8.0,0.0,0.0,42.0,54.0,0.0,99.0,52.0,46.0,0.0,0.0,0.0,141.0,33.0,29.0,53.2
2022-2023,EPL,Fulham,Bobby Reid,JAM,"FW,DF",29.0,8.0,0.0,0.0,34.0,22.0,11.0,53.0,20.0,24.0,2.0,1.0,0.0,135.0,12.0,41.0,22.6
2022-2023,EPL,Fulham,Willian,BRA,FW,33.0,2.0,0.0,0.0,11.0,24.0,4.0,60.0,9.0,8.0,0.0,0.0,0.0,105.0,8.0,24.0,25.0
2022-2023,EPL,Fulham,Tosin Adarabioyo,ENG,DF,24.0,4.0,0.0,0.0,17.0,5.0,3.0,2.0,26.0,13.0,0.0,0.0,0.0,110.0,59.0,26.0,69.4
2022-2023,EPL,Fulham,Aleksandar Mitrović,SRB,FW,27.0,7.0,0.0,0.0,34.0,40.0,14.0,4.0,3.0,7.0,2.0,0.0,0.0,55.0,100.0,105.0,48.8
2022-2023,EPL,Fulham,Issa Diop,FRA,DF,25.0,2.0,0.0,0.0,16.0,8.0,3.0,2.0,35.0,19.0,0.0,2.0,0.0,116.0,33.0,24.0,57.9
2022-2023,EPL,Fulham,Harry Wilson,WAL,FW,25.0,1.0,0.0,0.0,11.0,32.0,2.0,22.0,6.0,13.0,2.0,0.0,0.0,54.0,4.0,12.0,25.0
2022-2023,EPL,Fulham,Carlos Vinícius,BRA,FW,27.0,3.0,0.0,0.0,21.0,15.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,22.0,27.0,63.0,30.0
2022-2023,EPL,Fulham,Neeskens Kebano,COD,FW,30.0,0.0,0.0,0.0,8.0,16.0,2.0,24.0,1.0,9.0,0.0,0.0,0.0,47.0,2.0,12.0,14.3
2022-2023,EPL,Fulham,Tom Cairney,SCO,MF,31.0,2.0,0.0,0.0,8.0,22.0,0.0,37.0,5.0,6.0,1.0,0.0,0.0,76.0,8.0,10.0,44.4
2022-2023,EPL,Fulham,Daniel James,WAL,FW,24.0,0.0,0.0,0.0,2.0,14.0,2.0,26.0,1.0,5.0,1.0,0.0,0.0,35.0,1.0,14.0,6.7
2022-2023,EPL,Fulham,Manor Solomon,ISR,FW,23.0,0.0,0.0,0.0,5.0,4.0,2.0,4.0,5.0,12.0,0.0,0.0,0.0,46.0,3.0,3.0,50.0
2022-2023,EPL,Fulham,Saša Lukić,SRB,MF,25.0,1.0,0.0,0.0,13.0,10.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,28.0,4.0,5.0,44.4
2022-2023,EPL,Fulham,Cédric Soares,POR,DF,30.0,0.0,0.0,0.0,1.0,2.0,0.0,24.0,1.0,5.0,0.0,0.0,0.0,11.0,2.0,6.0,25.0
2022-2023,EPL,Fulham,Marek Rodák,SVK,GK,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
2022-2023,EPL,Fulham,Layvin Kurzawa,FRA,DF,29.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
2022-2023,EPL,Fulham,Kevin Mbabu,SUI,"DF,FW",27.0,1.0,0.0,0.0,4.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,6.0,2.0,6.0,25.0
2022-2023,EPL,Fulham,Jay Stansfield,ENG,FW,19.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
2022-2023,EPL,Fulham,Nathaniel Chalobah,ENG,MF,27.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,33.3
2022-2023,EPL,Fulham,Shane Duffy,IRL,"DF,FW",30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,66.7
2022-2023,EPL,Fulham,Josh Onomah,ENG,MF,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
2022-2023,EPL,Fulham,Luke Harris,WAL,"MF,FW",17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
