Season,League,Team,Player,Nation,Pos,Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,xG,npxG,xAG,npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches Played
2022-2023,EreDivisie,Twente,Manfred Ugalde,CRC,FW,20.0,8.0,873.0,9.7,8.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,10.0,24.0,50.0,0.82,0.1,0.93,0.82,0.93,6.8,6.8,0.8,7.6,0.7,0.08,0.78,0.7,0.78,24.0
2022-2023,EreDivisie,Twente,Anass Salah-Eddine,NED,"MF,DF",20.0,7.0,641.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,32.0,45.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,0.04,0.11,0.15,0.04,0.15,14.0
2022-2023,EreDivisie,Twente,Daan Rots,NED,"FW,MF",21.0,5.0,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,29.0,67.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.7,1.8,0.15,0.1,0.24,0.15,0.24,22.0
2022-2023,EreDivisie,Twente,Alfons Sampsted,ISL,DF,24.0,5.0,457.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.01,0.14,0.15,0.01,0.15,12.0
2022-2023,EreDivisie,Twente,Christos Tzolis,GRE,FW,20.0,5.0,422.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,15.0,14.0,57.0,0.21,0.0,0.21,0.21,0.21,0.6,0.6,0.0,0.7,0.13,0.01,0.14,0.13,0.14,10.0
2022-2023,EreDivisie,Twente,Max Bruns,NED,"DF,MF",19.0,4.0,433.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,9.0
2022-2023,EreDivisie,Twente,Denilho Cleonise,NED,FW,20.0,2.0,239.0,2.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,8.0,20.0,0.38,0.38,0.75,0.38,0.75,0.5,0.5,0.4,0.9,0.2,0.14,0.35,0.2,0.35,13.0
2022-2023,EreDivisie,Twente,Przemysław Tytoń,POL,GK,35.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,EreDivisie,Twente,Wout Brama,NED,MF,35.0,0.0,204.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,11.0
2022-2023,EreDivisie,Twente,Luca Everink,NED,"DF,FW",21.0,0.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,3.0
2022-2023,EreDivisie,Twente,Casper Staring,NED,MF,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,EreDivisie,Twente,Sander Sybrandy,NED,MF,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,16.51,16.51,0.0,16.51,1.0
2022-2023,EreDivisie,Twente,Gijs Besselink,NED,DF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Twente,Jaïr Haakmat,NED,DF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Twente,Sam Karssies,NED,GK,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Twente,Thijs van Leeuwen,NED,MF,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Twente,Issam El Maach,MAR,GK,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Twente,Julien Mesbahi,NED,DF,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Twente,Mats Rots,NED,DF,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Twente,Irakli Yegoian,GEO,MF,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Twente,Squad Total,,,26.1,374.0,3060.0,34.0,65.0,49.0,114.0,62.0,3.0,3.0,45.0,1.0,789.0,1638.0,1624.0,1.91,1.44,3.35,1.82,3.26,62.8,60.7,48.9,109.6,1.85,1.44,3.29,1.79,3.22,34.0
2022-2023,EreDivisie,Twente,Opponent Total,,,24.9,374.0,3060.0,34.0,26.0,16.0,42.0,25.0,1.0,2.0,56.0,2.0,435.0,922.0,912.0,0.76,0.47,1.24,0.74,1.21,36.2,34.6,28.1,62.7,1.06,0.83,1.89,1.02,1.84,34.0
2022-2023,EreDivisie,Sparta R'dam,Tobias Lauritsen,NOR,FW,24.0,34.0,2956.0,32.8,12.0,5.0,17.0,12.0,0.0,0.0,4.0,0.0,24.0,67.0,133.0,0.37,0.15,0.52,0.37,0.52,11.2,11.2,3.0,14.2,0.34,0.09,0.43,0.34,0.43,34.0
2022-2023,EreDivisie,Sparta R'dam,Vito van Crooy,NED,FW,26.0,33.0,2857.0,31.7,12.0,11.0,23.0,8.0,4.0,5.0,4.0,0.0,36.0,81.0,176.0,0.38,0.35,0.72,0.25,0.6,9.5,5.6,7.8,13.5,0.3,0.25,0.55,0.18,0.42,34.0
2022-2023,EreDivisie,Sparta R'dam,Michael Pinto,LUX,DF,29.0,33.0,2766.0,30.7,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,95.0,129.0,99.0,0.1,0.13,0.23,0.1,0.23,0.5,0.5,2.7,3.2,0.02,0.09,0.1,0.02,0.1,33.0
2022-2023,EreDivisie,Sparta R'dam,Nick Olij,NED,GK,26.0,32.0,2880.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,32.0
2022-2023,EreDivisie,Sparta R'dam,Joshua Kitolano,NOR,MF,20.0,29.0,2651.0,29.5,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,29.0,77.0,60.0,0.14,0.07,0.2,0.14,0.2,3.6,3.6,0.9,4.5,0.12,0.03,0.15,0.12,0.15,34.0
2022-2023,EreDivisie,Sparta R'dam,Bart Vriends,NED,DF,31.0,29.0,2444.0,27.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,13.0,87.0,0.0,0.07,0.0,0.07,0.07,0.07,0.9,0.9,0.1,1.0,0.03,0.0,0.04,0.03,0.04,30.0
2022-2023,EreDivisie,Sparta R'dam,Arno Verschueren,BEL,MF,25.0,28.0,2448.0,27.2,9.0,4.0,13.0,9.0,0.0,0.0,6.0,0.0,33.0,96.0,139.0,0.33,0.15,0.48,0.33,0.48,5.3,5.3,2.9,8.2,0.19,0.11,0.3,0.19,0.3,31.0
2022-2023,EreDivisie,Sparta R'dam,Shurandy Sambo,NED,DF,20.0,28.0,2307.0,25.6,2.0,1.0,3.0,2.0,0.0,0.0,4.0,2.0,55.0,99.0,92.0,0.08,0.04,0.12,0.08,0.12,1.0,1.0,0.5,1.4,0.04,0.02,0.06,0.04,0.06,30.0
2022-2023,EreDivisie,Sparta R'dam,Adil Auassar,NED,DF,35.0,22.0,1918.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.01,0.02,0.03,0.01,0.03,29.0
2022-2023,EreDivisie,Sparta R'dam,Koki Saito,JPN,FW,20.0,19.0,1622.0,18.0,7.0,5.0,12.0,7.0,0.0,0.0,0.0,0.0,78.0,52.0,131.0,0.39,0.28,0.67,0.39,0.67,3.6,3.6,2.3,5.8,0.2,0.13,0.33,0.2,0.33,26.0
2022-2023,EreDivisie,Sparta R'dam,Younes Namli,DEN,"MF,FW",28.0,17.0,1446.0,16.1,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,44.0,73.0,76.0,0.06,0.25,0.31,0.06,0.31,1.9,1.9,3.2,5.1,0.12,0.2,0.32,0.12,0.32,26.0
2022-2023,EreDivisie,Sparta R'dam,Jonathan de Guzmán,NED,MF,34.0,17.0,1398.0,15.5,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,18.0,77.0,13.0,0.13,0.06,0.19,0.13,0.19,0.4,0.4,0.8,1.2,0.02,0.05,0.08,0.02,0.08,21.0
2022-2023,EreDivisie,Sparta R'dam,Sven Mijnans,NED,"MF,FW",22.0,16.0,1477.0,16.4,3.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,18.0,79.0,90.0,0.18,0.3,0.49,0.18,0.49,2.4,2.4,2.4,4.8,0.15,0.15,0.29,0.15,0.29,19.0
2022-2023,EreDivisie,Sparta R'dam,Dirk Abels,NED,DF,25.0,12.0,1326.0,14.7,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,18.0,43.0,30.0,0.07,0.14,0.2,0.07,0.2,0.3,0.3,1.1,1.4,0.02,0.07,0.1,0.02,0.1,26.0
2022-2023,EreDivisie,Sparta R'dam,Mike Eerdhuijzen,NED,DF,22.0,12.0,1183.0,13.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,9.0,46.0,5.0,0.0,0.08,0.08,0.0,0.08,0.2,0.2,0.7,0.9,0.02,0.05,0.07,0.02,0.07,25.0
2022-2023,EreDivisie,Sparta R'dam,Jeremy van Mullem,NED,MF,23.0,7.0,942.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.05,0.0,0.05,0.05,0.05,27.0
2022-2023,EreDivisie,Sparta R'dam,Jason Lokilo,BEL,FW,23.0,3.0,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,0.08,0.08,0.15,0.08,0.15,7.0
2022-2023,EreDivisie,Sparta R'dam,Youri Schoonderwaldt,NED,GK,22.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022-2023,EreDivisie,Sparta R'dam,Aaron Meijers,NED,DF,34.0,1.0,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.01,0.1,0.11,0.01,0.11,13.0
2022-2023,EreDivisie,Sparta R'dam,Mario Engels,GER,"FW,DF",28.0,0.0,52.0,0.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,1.73,1.73,3.46,1.73,3.46,0.2,0.2,0.3,0.6,0.43,0.56,0.98,0.43,0.98,9.0
2022-2023,EreDivisie,Sparta R'dam,Pedro Alemañ,ESP,MF,20.0,0.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.4,0.1,0.5,0.4,0.5,5.0
2022-2023,EreDivisie,Sparta R'dam,Rick Meijssen,NED,DF,20.0,0.0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.18,0.0,0.18,0.18,0.18,4.0
2022-2023,EreDivisie,Sparta R'dam,Omar Rekik,TUN,"DF,MF",20.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2022-2023,EreDivisie,Sparta R'dam,Mohammed Tahiri,NED,"FW,MF",22.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,5.0
2022-2023,EreDivisie,Sparta R'dam,Charles-Andréas Brym,CAN,"FW,DF",23.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022-2023,EreDivisie,Sparta R'dam,Elias Hoff Melkersen,NOR,FW,19.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022-2023,EreDivisie,Sparta R'dam,Patrick Brouwer,NED,"FW,MF",21.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022-2023,EreDivisie,Sparta R'dam,Dano Lourens,NED,MF,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,EreDivisie,Sparta R'dam,Rayvien Rosario,DOM,FW,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,EreDivisie,Sparta R'dam,Dylan van Wageningen,NED,FW,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,EreDivisie,Sparta R'dam,Tim Coremans,NED,GK,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Sparta R'dam,Delano van Crooy,NED,GK,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Sparta R'dam,Augustin Drakpe,NED,DF,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Sparta R'dam,Joey Koorevaar,NED,GK,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Sparta R'dam,Ishan Kort,SUR,GK,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Sparta R'dam,Squad Total,,,26.3,374.0,3060.0,34.0,59.0,47.0,106.0,55.0,4.0,5.0,42.0,3.0,511.0,1136.0,1113.0,1.74,1.38,3.12,1.62,3.0,41.5,37.7,29.5,67.2,1.22,0.87,2.09,1.11,1.98,34.0
2022-2023,EreDivisie,Sparta R'dam,Opponent Total,,,25.0,374.0,3060.0,34.0,36.0,28.0,64.0,34.0,2.0,3.0,41.0,4.0,767.0,1566.0,1547.0,1.06,0.82,1.88,1.0,1.82,47.2,44.8,34.9,79.7,1.39,1.03,2.41,1.32,2.34,34.0
2022-2023,EreDivisie,Utrecht,Vasilios Barkas,GRE,GK,28.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
2022-2023,EreDivisie,Utrecht,Jens Toornstra,NED,MF,33.0,28.0,2330.0,25.9,1.0,5.0,6.0,1.0,0.0,0.0,7.0,0.0,23.0,155.0,59.0,0.04,0.19,0.23,0.04,0.23,1.1,1.1,4.7,5.8,0.04,0.18,0.22,0.04,0.22,28.0
2022-2023,EreDivisie,Utrecht,Sander van de Streek,NED,MF,29.0,26.0,2218.0,24.6,9.0,2.0,11.0,9.0,0.0,0.0,4.0,0.0,33.0,71.0,123.0,0.37,0.08,0.45,0.37,0.45,6.4,6.4,3.1,9.5,0.26,0.13,0.39,0.26,0.39,28.0
2022-2023,EreDivisie,Utrecht,Sean Klaiber,SUR,DF,28.0,25.0,2230.0,24.8,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,42.0,145.0,105.0,0.04,0.16,0.2,0.04,0.2,1.2,1.2,3.1,4.2,0.05,0.12,0.17,0.05,0.17,28.0
2022-2023,EreDivisie,Utrecht,Othman Boussaid,BEL,"FW,MF",22.0,25.0,2084.0,23.2,3.0,5.0,8.0,3.0,0.0,0.0,3.0,0.0,76.0,109.0,121.0,0.13,0.22,0.35,0.13,0.35,2.8,2.8,3.6,6.5,0.12,0.16,0.28,0.12,0.28,32.0
2022-2023,EreDivisie,Utrecht,Mark van der Maarel,NED,DF,32.0,24.0,2190.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,85.0,39.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.1,1.8,0.03,0.05,0.07,0.03,0.07,29.0
2022-2023,EreDivisie,Utrecht,Anastasios Douvikas,GRE,FW,22.0,24.0,2140.0,23.8,19.0,4.0,23.0,16.0,3.0,4.0,1.0,0.0,35.0,29.0,152.0,0.8,0.17,0.97,0.67,0.84,15.7,12.5,3.8,16.4,0.66,0.16,0.82,0.53,0.69,32.0
2022-2023,EreDivisie,Utrecht,Mike van der Hoorn,NED,DF,29.0,24.0,2092.0,23.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,19.0,100.0,6.0,0.04,0.04,0.09,0.04,0.09,2.0,2.0,1.2,3.2,0.09,0.05,0.14,0.09,0.14,25.0
2022-2023,EreDivisie,Utrecht,Modibo Sagnan,FRA,DF,23.0,22.0,1809.0,20.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,10.0,39.0,3.0,0.05,0.0,0.05,0.05,0.05,0.6,0.6,0.0,0.6,0.03,0.0,0.03,0.03,0.03,23.0
2022-2023,EreDivisie,Utrecht,Taylor Booth,USA,"FW,MF",21.0,20.0,1553.0,17.3,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,56.0,58.0,105.0,0.12,0.23,0.35,0.12,0.35,2.2,2.2,3.2,5.5,0.13,0.19,0.32,0.13,0.32,24.0
2022-2023,EreDivisie,Utrecht,Nick Viergever,NED,DF,32.0,18.0,1629.0,18.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,32.0,59.0,10.0,0.11,0.0,0.11,0.11,0.11,0.9,0.9,0.2,1.1,0.05,0.01,0.06,0.05,0.06,19.0
2022-2023,EreDivisie,Utrecht,Luuk Brouwers,NED,MF,24.0,18.0,1623.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,18.0,87.0,26.0,0.0,0.06,0.06,0.0,0.06,0.8,0.8,1.5,2.3,0.05,0.08,0.13,0.05,0.13,24.0
2022-2023,EreDivisie,Utrecht,Can Bozdogan,GER,MF,21.0,15.0,1560.0,17.3,1.0,5.0,6.0,1.0,0.0,0.0,3.0,0.0,30.0,58.0,40.0,0.06,0.29,0.35,0.06,0.35,2.2,2.2,3.5,5.7,0.13,0.2,0.33,0.13,0.33,24.0
2022-2023,EreDivisie,Utrecht,Bas Dost,NED,FW,33.0,14.0,1352.0,15.0,9.0,2.0,11.0,9.0,0.0,0.0,2.0,0.0,3.0,48.0,58.0,0.6,0.13,0.73,0.6,0.73,6.1,6.1,1.9,8.0,0.41,0.12,0.53,0.41,0.53,22.0
2022-2023,EreDivisie,Utrecht,Daishawn Redan,NED,FW,21.0,10.0,732.0,8.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,18.0,12.0,49.0,0.12,0.0,0.12,0.12,0.12,3.3,3.3,0.9,4.2,0.4,0.12,0.52,0.4,0.52,14.0
2022-2023,EreDivisie,Utrecht,Hidde ter Avest,NED,DF,25.0,9.0,872.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,42.0,53.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.6,0.02,0.05,0.06,0.02,0.06,20.0
2022-2023,EreDivisie,Utrecht,Djevencio van der Kust,SUR,DF,21.0,7.0,578.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,1.3,0.05,0.15,0.21,0.05,0.21,8.0
2022-2023,EreDivisie,Utrecht,Moussa Sylla,FRA,"FW,MF",22.0,5.0,531.0,5.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,19.0,15.0,54.0,0.17,0.17,0.34,0.17,0.34,0.7,0.7,1.6,2.3,0.12,0.27,0.38,0.12,0.38,10.0
2022-2023,EreDivisie,Utrecht,Victor Jensen,DEN,"FW,MF",22.0,4.0,483.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,19.0,33.0,0.19,0.19,0.37,0.19,0.37,0.6,0.6,0.2,0.8,0.12,0.04,0.15,0.12,0.15,12.0
2022-2023,EreDivisie,Utrecht,Ramon Hendriks,NED,DF,21.0,4.0,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,4.0
2022-2023,EreDivisie,Utrecht,Ruben Kluivert,NED,DF,21.0,3.0,428.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,13.0
2022-2023,EreDivisie,Utrecht,Bart Ramselaar,NED,FW,26.0,3.0,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,0.13,0.18,0.31,0.13,0.31,9.0
2022-2023,EreDivisie,Utrecht,Amin Younes,GER,"FW,MF",28.0,3.0,337.0,3.7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,29.0,0.0,0.53,0.53,0.0,0.53,0.2,0.2,0.9,1.1,0.05,0.23,0.28,0.05,0.28,10.0
2022-2023,EreDivisie,Utrecht,Naoki Maeda,JPN,FW,27.0,3.0,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.8,0.23,0.05,0.28,0.23,0.28,11.0
2022-2023,EreDivisie,Utrecht,Zakaria Labyad,MAR,"FW,MF",29.0,3.0,249.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,13.0,0.36,0.0,0.36,0.36,0.36,0.3,0.3,0.1,0.4,0.12,0.04,0.16,0.12,0.16,7.0
2022-2023,EreDivisie,Utrecht,Django Warmerdam,NED,DF,26.0,2.0,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2022-2023,EreDivisie,Utrecht,Fabian de Keijzer,NED,GK,22.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022-2023,EreDivisie,Utrecht,Anthony Descotte,BEL,"FW,MF",18.0,1.0,110.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,0.82,0.0,0.82,0.82,0.82,0.3,0.3,0.0,0.3,0.24,0.0,0.24,0.24,0.24,6.0
2022-2023,EreDivisie,Utrecht,Rocco Robert Shein,EST,MF,19.0,0.0,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,5.0
2022-2023,EreDivisie,Utrecht,Arthur Zagre,FRA,"FW,MF",20.0,0.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.51,0.0,0.51,0.51,0.51,2.0
2022-2023,EreDivisie,Utrecht,Derensili Fernandes,NED,"FW,DF",21.0,0.0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2022-2023,EreDivisie,Utrecht,Mimoun Mahi,MAR,"MF,FW",28.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022-2023,EreDivisie,Utrecht,Albert Lottin,FRA,MF,20.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.56,0.0,0.56,0.56,0.56,1.0
2022-2023,EreDivisie,Utrecht,Sep van der Heijden,NED,GK,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Utrecht,Lynden Edhart,NED,MF,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Utrecht,Kevin Gadellaa,NED,GK,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Utrecht,Jesse van de Haar,NED,FW,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Utrecht,Christopher Mamengi,NED,DF,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
