player,ball_recovery_total,ball_recovery_successful,ball_recovery_offensive_total,ball_recovery_offensive_successful,ball_recovery_failed,pressure_on_opponent,pressure_on_opponent_defending_third,pressure_on_opponent_middle_third,pressure_on_opponent_attacking_third,counterpressing_total,counterpressing_opponent_defending_third,counterpressing_opponent_middle_third,counterpressing_attacking_third,shield_total,block_total,block_offensive,block_ball_deflection,block_counterpress,block_during_counterpress,block_shot_on_target,clearance_total,clearance_with_head,interception,tackling,tackling_won,tackling_in_defending_third,tackling_in_middle_third,tackling_in_attacking_third,fouls_total,fouls_in_defending_third,fouls_in_middle_third,fouls_in_attacking_third,fouls_offensive,fouls_lead_to_penalty,fouls_wins_a_penalty,fouls_yellow_card,fouls_second_yellow_card,fouls_red_card,bad_behaviour_total,bad_behaviour_yellow_card,bad_behaviour_second_yellow_card,bad_behaviour_red_card,total_yellow,total_red,ball_recovery_successful_%,pressure_on_opponent_defending_third_%,pressure_on_opponent_middle_third_%,pressure_on_opponent_attacking_third_%,counterpressing_opponent_defending_third_%,counterpressing_opponent_middle_third_%,counterpressing_opponent_attacking_third_%,tackling_success_%,tackling_in_defending_third_%,tackling_in_middle_third_%,tackling_in_attacking_third_%,fouls_in_defending_third_%,fouls_in_middle_third_%,fouls_in_attacking_third_%
Gian-Luca Waldschmidt,7,5,0,0,2,52,13,18,21,13,2,2,9,0,6,0,0,0,6,0,3,0,0,3,2,1,2,0,8,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0.25,0.34615384615384615,0.40384615384615385,0.15384615384615385,0.15384615384615385,0.6923076923076923,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.25,0.75
Gideon Jung,76,74,0,0,2,295,121,158,16,90,11,67,12,0,27,0,0,0,27,0,28,16,0,23,15,9,14,0,27,3,21,3,0,0,0,4,0,0,0,0,0,0,4,0,0.9736842105263158,0.4101694915254237,0.535593220338983,0.05423728813559322,0.12222222222222222,0.7444444444444445,0.13333333333333333,0.6521739130434783,0.391304347826087,0.6086956521739131,0.0,0.1111111111111111,0.7777777777777778,0.1111111111111111
Giulio Donati,96,92,0,0,4,294,132,119,43,98,19,42,37,7,44,1,0,0,44,0,72,31,0,53,30,31,17,5,28,12,9,7,2,0,0,7,0,1,1,1,0,0,8,1,0.9583333333333334,0.4489795918367347,0.40476190476190477,0.14625850340136054,0.19387755102040816,0.42857142857142855,0.37755102040816324,0.5660377358490566,0.5849056603773585,0.32075471698113206,0.09433962264150944,0.42857142857142855,0.32142857142857145,0.25
Gojko Kačar,54,48,0,0,6,300,136,140,24,103,25,63,15,1,30,0,2,2,30,0,30,18,0,42,27,27,12,3,27,9,17,1,1,0,0,3,0,0,0,0,0,0,3,0,0.8888888888888888,0.4533333333333333,0.4666666666666667,0.08,0.24271844660194175,0.6116504854368932,0.14563106796116504,0.6428571428571429,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.3333333333333333,0.6296296296296297,0.037037037037037035
Gonzalo Alejandro Jara Reyes,31,29,0,0,2,67,28,32,7,19,4,8,7,1,6,0,0,0,6,0,11,6,0,9,2,5,3,1,6,3,0,3,2,1,0,0,0,0,1,1,0,0,1,0,0.9354838709677419,0.417910447761194,0.47761194029850745,0.1044776119402985,0.21052631578947367,0.42105263157894735,0.3684210526315789,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.5,0.0,0.5
Gonzalo Castro Randon,75,71,0,0,4,308,54,164,90,132,11,60,61,1,38,1,2,2,38,1,8,3,0,32,20,8,19,5,13,1,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0.9466666666666667,0.17532467532467533,0.5324675324675324,0.2922077922077922,0.08333333333333333,0.45454545454545453,0.4621212121212121,0.625,0.25,0.59375,0.15625,0.07692307692307693,0.6153846153846154,0.3076923076923077
Gotoku Sakai,89,78,1,1,11,314,178,104,32,83,19,40,24,7,41,0,0,0,41,0,65,30,0,58,37,43,9,6,20,10,8,2,0,0,0,1,0,0,1,1,0,0,2,0,0.8764044943820225,0.5668789808917197,0.33121019108280253,0.10191082802547771,0.2289156626506024,0.4819277108433735,0.2891566265060241,0.6379310344827587,0.7413793103448276,0.15517241379310345,0.10344827586206896,0.5,0.4,0.1
Granit Xhaka,175,158,0,0,17,449,153,266,30,204,43,137,24,3,67,1,6,6,67,0,72,53,0,70,41,34,32,4,74,18,51,5,1,2,0,6,2,0,2,1,0,1,7,1,0.9028571428571428,0.34075723830734966,0.5924276169265034,0.066815144766147,0.2107843137254902,0.6715686274509803,0.11764705882352941,0.5857142857142857,0.4857142857142857,0.45714285714285713,0.05714285714285714,0.24324324324324326,0.6891891891891891,0.06756756756756757
Gustavo Adrián Ramos Vásquez,39,37,0,0,2,179,12,75,92,54,1,18,35,2,16,1,0,0,16,0,8,6,0,13,10,3,4,6,20,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0.9487179487179487,0.0670391061452514,0.41899441340782123,0.5139664804469274,0.018518518518518517,0.3333333333333333,0.6481481481481481,0.7692307692307693,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.0,0.45,0.55
György Garics,83,75,0,0,8,301,166,111,24,64,8,38,18,6,40,0,0,0,40,1,85,42,0,30,17,17,11,2,26,7,16,3,0,0,0,7,0,0,1,1,0,0,8,0,0.9036144578313253,0.5514950166112956,0.3687707641196013,0.07973421926910298,0.125,0.59375,0.28125,0.5666666666666667,0.5666666666666667,0.36666666666666664,0.06666666666666667,0.2692307692307692,0.6153846153846154,0.11538461538461539
Hakan Çalhanoğlu,142,130,1,1,12,475,79,250,146,183,5,98,80,1,64,2,3,3,64,0,32,19,0,39,28,9,24,6,34,4,19,11,0,0,0,0,0,0,1,1,0,0,1,0,0.9154929577464789,0.16631578947368422,0.5263157894736842,0.30736842105263157,0.0273224043715847,0.5355191256830601,0.4371584699453552,0.717948717948718,0.23076923076923078,0.6153846153846154,0.15384615384615385,0.11764705882352941,0.5588235294117647,0.3235294117647059
Halil Altıntop,52,43,0,0,9,263,45,148,70,78,0,52,26,0,9,0,1,1,9,0,9,5,0,16,10,5,11,0,13,0,9,4,1,0,0,1,0,0,0,0,0,0,1,0,0.8269230769230769,0.17110266159695817,0.5627376425855514,0.2661596958174905,0.0,0.6666666666666666,0.3333333333333333,0.625,0.3125,0.6875,0.0,0.0,0.6923076923076923,0.3076923076923077
Haris Seferović,77,71,0,0,6,436,48,175,213,126,5,44,77,2,32,2,0,0,32,0,14,10,0,14,7,4,6,4,53,4,21,28,2,1,0,7,0,0,3,3,0,0,10,0,0.922077922077922,0.11009174311926606,0.4013761467889908,0.48853211009174313,0.03968253968253968,0.3492063492063492,0.6111111111111112,0.5,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.07547169811320754,0.39622641509433965,0.5283018867924528
Henrikh Mkhitaryan,168,151,0,0,17,602,105,313,184,239,15,90,134,2,68,1,4,4,68,1,17,7,0,54,32,15,25,14,58,4,35,19,1,1,0,5,0,0,0,0,0,0,5,0,0.8988095238095238,0.1744186046511628,0.5199335548172758,0.30564784053156147,0.06276150627615062,0.37656903765690375,0.5606694560669456,0.5925925925925926,0.2777777777777778,0.46296296296296297,0.25925925925925924,0.06896551724137931,0.603448275862069,0.3275862068965517
Heung-Min Son,5,5,0,0,0,12,4,5,3,4,1,2,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.3333333333333333,0.4166666666666667,0.25,0.25,0.5,0.25,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Hiroki Sakai,107,96,1,1,11,385,201,140,44,109,23,58,28,6,62,0,1,1,62,0,98,62,0,73,33,52,17,4,27,7,14,6,1,1,0,1,0,0,0,0,0,0,1,0,0.897196261682243,0.522077922077922,0.36363636363636365,0.11428571428571428,0.21100917431192662,0.5321100917431193,0.25688073394495414,0.4520547945205479,0.7123287671232876,0.2328767123287671,0.0547945205479452,0.25925925925925924,0.5185185185185185,0.2222222222222222
Hiroshi Kiyotake,85,76,0,0,9,171,27,91,53,54,4,25,25,0,20,0,0,0,20,0,3,0,0,14,10,3,8,3,8,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0.8941176470588236,0.15789473684210525,0.5321637426900585,0.30994152046783624,0.07407407407407407,0.46296296296296297,0.46296296296296297,0.7142857142857143,0.21428571428571427,0.5714285714285714,0.21428571428571427,0.0,0.625,0.375
Holger Badstuber,15,15,0,0,0,38,21,14,3,14,7,5,2,0,2,0,0,0,2,0,14,8,0,7,4,5,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5526315789473685,0.3684210526315789,0.07894736842105263,0.5,0.35714285714285715,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.0,0.3333333333333333,0.6666666666666666,0.0
Hotaru Yamaguchi,15,13,0,0,2,112,44,58,10,31,5,25,1,0,17,0,1,1,17,0,10,4,0,16,7,10,6,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8666666666666667,0.39285714285714285,0.5178571428571429,0.08928571428571429,0.16129032258064516,0.8064516129032258,0.03225806451612903,0.4375,0.625,0.375,0.0,0.3333333333333333,0.6666666666666666,0.0
Hugo Miguel Pereira de Almeida,14,13,0,0,1,45,2,17,26,10,0,5,5,0,2,0,0,0,2,0,8,4,0,2,1,0,1,1,4,0,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0.9285714285714286,0.044444444444444446,0.37777777777777777,0.5777777777777777,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5
Håvard Nordtveit,137,126,1,1,11,346,154,166,26,107,16,69,22,1,61,1,1,1,61,0,126,73,0,31,18,15,11,5,29,5,22,2,0,1,0,4,0,0,0,0,0,0,4,0,0.9197080291970803,0.44508670520231214,0.4797687861271676,0.07514450867052024,0.14953271028037382,0.6448598130841121,0.205607476635514,0.5806451612903226,0.4838709677419355,0.3548387096774194,0.16129032258064516,0.1724137931034483,0.7586206896551724,0.06896551724137931
Ibrahima Traoré,87,78,1,1,9,356,119,172,65,116,16,64,36,0,31,1,1,1,31,0,6,3,0,44,25,23,16,5,18,3,10,5,2,0,0,1,0,0,0,0,0,0,1,0,0.896551724137931,0.3342696629213483,0.48314606741573035,0.18258426966292135,0.13793103448275862,0.5517241379310345,0.3103448275862069,0.5681818181818182,0.5227272727272727,0.36363636363636365,0.11363636363636363,0.16666666666666666,0.5555555555555556,0.2777777777777778
Ismail Azzaoui,0,0,0,0,0,10,1,4,5,4,0,1,3,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.1,0.4,0.5,0.0,0.25,0.75,1.0,0.5,0.5,0.0,0.0,0.0,1.0
Ivan Perišić,5,5,0,0,0,25,5,6,14,8,0,2,6,0,4,0,0,0,4,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.2,0.24,0.56,0.0,0.25,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Iver Tobias Rørvik Fossum,31,27,0,0,4,263,71,118,74,79,5,39,35,0,24,0,0,0,24,0,8,6,0,13,4,4,6,3,12,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0.8709677419354839,0.26996197718631176,0.44866920152091255,0.2813688212927757,0.06329113924050633,0.4936708860759494,0.4430379746835443,0.3076923076923077,0.3076923076923077,0.46153846153846156,0.23076923076923078,0.0,0.5833333333333334,0.4166666666666667
Ivica Olić,6,6,0,0,0,59,5,28,26,17,0,8,9,0,4,0,0,0,4,0,2,2,0,1,1,1,0,0,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0847457627118644,0.4745762711864407,0.4406779661016949,0.0,0.47058823529411764,0.5294117647058824,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855
Ivo Iličević,127,116,0,0,11,519,165,254,100,152,17,81,54,1,48,1,0,0,48,0,14,9,0,58,37,25,25,8,44,7,24,13,1,0,0,3,0,0,0,0,0,0,3,0,0.9133858267716536,0.3179190751445087,0.48940269749518306,0.1926782273603083,0.1118421052631579,0.5328947368421053,0.35526315789473684,0.6379310344827587,0.43103448275862066,0.43103448275862066,0.13793103448275862,0.1590909090909091,0.5454545454545454,0.29545454545454547
Ja-Cheol Koo,143,132,0,0,11,474,138,259,77,122,7,60,55,1,51,2,0,0,51,0,24,13,0,42,27,15,18,9,39,11,19,9,1,0,0,5,0,0,1,1,0,0,6,0,0.9230769230769231,0.2911392405063291,0.5464135021097046,0.16244725738396623,0.05737704918032787,0.4918032786885246,0.45081967213114754,0.6428571428571429,0.35714285714285715,0.42857142857142855,0.21428571428571427,0.28205128205128205,0.48717948717948717,0.23076923076923078
Jairo Samperio Bustara,143,131,0,0,12,511,112,262,137,150,4,67,79,1,58,0,0,0,58,0,12,10,0,27,13,11,12,4,44,3,28,13,0,0,0,3,0,0,2,2,0,0,5,0,0.916083916083916,0.2191780821917808,0.512720156555773,0.26810176125244617,0.02666666666666667,0.44666666666666666,0.5266666666666666,0.48148148148148145,0.4074074074074074,0.4444444444444444,0.14814814814814814,0.06818181818181818,0.6363636363636364,0.29545454545454547
Jan Kliment,4,4,0,0,0,41,1,15,25,21,0,4,17,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,6,0,4,2,0,0,0,0,0,0,1,1,0,0,1,0,1.0,0.024390243902439025,0.36585365853658536,0.6097560975609756,0.0,0.19047619047619047,0.8095238095238095,0.75,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333
Jan Morávek,21,21,0,0,0,164,28,92,44,52,0,24,28,0,9,0,0,0,9,0,4,1,0,11,6,1,7,3,10,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.17073170731707318,0.5609756097560976,0.2682926829268293,0.0,0.46153846153846156,0.5384615384615384,0.5454545454545454,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.2,0.8,0.0
Jan Rosenthal,55,51,0,0,4,295,43,162,90,67,4,25,38,0,21,0,0,0,21,0,12,5,0,12,9,3,5,4,29,3,12,14,2,0,0,2,0,0,0,0,0,0,2,0,0.9272727272727272,0.14576271186440679,0.5491525423728814,0.3050847457627119,0.05970149253731343,0.373134328358209,0.5671641791044776,0.75,0.25,0.4166666666666667,0.3333333333333333,0.10344827586206896,0.41379310344827586,0.4827586206896552
Jan-Ingwer Callsen-Bracker,28,27,0,0,1,81,62,17,2,19,9,9,1,0,26,0,0,0,26,0,63,29,0,12,7,10,2,0,14,7,3,4,0,1,0,1,0,0,0,0,0,0,1,0,0.9642857142857143,0.7654320987654321,0.20987654320987653,0.024691358024691357,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.5833333333333334,0.8333333333333334,0.16666666666666666,0.0,0.5,0.21428571428571427,0.2857142857142857
Janek Sternberg,21,19,0,0,2,96,44,40,12,17,1,10,6,1,14,0,0,0,14,0,15,10,0,7,4,5,1,1,11,3,6,2,0,0,0,2,0,0,0,0,0,0,2,0,0.9047619047619048,0.4583333333333333,0.4166666666666667,0.125,0.058823529411764705,0.5882352941176471,0.35294117647058826,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2727272727272727,0.5454545454545454,0.18181818181818182
Jannik Vestergaard,131,128,0,0,3,343,219,110,14,76,30,37,9,3,72,1,4,4,72,0,217,125,0,66,41,52,13,1,25,6,12,7,0,1,0,2,0,0,0,0,0,0,2,0,0.9770992366412213,0.6384839650145773,0.3206997084548105,0.04081632653061224,0.39473684210526316,0.4868421052631579,0.11842105263157894,0.6212121212121212,0.7878787878787878,0.19696969696969696,0.015151515151515152,0.24,0.48,0.28
Jaroslav Drobný,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.0,,,,,,,,,,,,,
Javier Hernández Balcázar,59,53,0,0,6,261,11,104,146,70,2,21,47,0,16,4,0,0,16,0,4,3,0,11,8,2,7,2,26,2,15,9,2,0,0,2,0,0,4,4,0,0,6,0,0.8983050847457628,0.0421455938697318,0.39846743295019155,0.5593869731800766,0.02857142857142857,0.3,0.6714285714285714,0.7272727272727273,0.18181818181818182,0.6363636363636364,0.18181818181818182,0.07692307692307693,0.5769230769230769,0.34615384615384615
Javier Martínez Aginaga,46,42,0,0,4,119,57,53,9,53,19,23,11,0,20,0,0,0,20,0,37,18,0,24,17,12,9,3,16,5,8,3,0,0,0,2,0,0,0,0,0,0,2,0,0.9130434782608695,0.4789915966386555,0.44537815126050423,0.07563025210084033,0.3584905660377358,0.4339622641509434,0.20754716981132076,0.7083333333333334,0.5,0.375,0.125,0.3125,0.5,0.1875
Jean-Eric Maxim Choupo-Moting,115,104,1,1,11,315,92,157,66,83,11,32,40,0,43,0,2,2,43,0,24,15,0,35,16,21,13,1,47,6,21,20,4,0,0,1,0,0,0,0,0,0,1,0,0.9043478260869565,0.2920634920634921,0.4984126984126984,0.20952380952380953,0.13253012048192772,0.3855421686746988,0.4819277108433735,0.45714285714285713,0.6,0.37142857142857144,0.02857142857142857,0.1276595744680851,0.44680851063829785,0.425531914893617
Jeffrey Gouweleeuw,24,24,0,0,0,121,77,42,2,23,6,14,3,0,25,0,0,0,25,0,64,34,0,20,12,16,4,0,17,8,8,1,0,1,0,2,0,1,0,0,0,0,2,1,1.0,0.6363636363636364,0.34710743801652894,0.01652892561983471,0.2608695652173913,0.6086956521739131,0.13043478260869565,0.6,0.8,0.2,0.0,0.47058823529411764,0.47058823529411764,0.058823529411764705
Jens Grahl,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,,,,,,,,,,
Jens Hegeler,16,15,0,0,1,122,38,58,26,38,1,22,15,0,11,0,0,0,11,0,12,9,0,12,9,7,5,0,16,0,9,7,2,0,0,1,0,0,0,0,0,0,1,0,0.9375,0.3114754098360656,0.47540983606557374,0.21311475409836064,0.02631578947368421,0.5789473684210527,0.39473684210526316,0.75,0.5833333333333334,0.4166666666666667,0.0,0.0,0.5625,0.4375
Jeong-Ho Hong,63,60,0,0,3,156,97,56,3,42,20,18,4,2,44,2,1,1,44,1,129,82,0,25,14,16,8,1,24,9,10,5,0,1,0,4,0,0,0,0,0,0,4,0,0.9523809523809523,0.6217948717948718,0.358974358974359,0.019230769230769232,0.47619047619047616,0.42857142857142855,0.09523809523809523,0.56,0.64,0.32,0.04,0.375,0.4166666666666667,0.20833333333333334
Jeremy Toljan,77,70,0,0,7,180,91,68,21,55,4,32,19,0,66,0,2,2,66,0,38,16,0,24,8,15,8,1,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9090909090909091,0.5055555555555555,0.37777777777777777,0.11666666666666667,0.07272727272727272,0.5818181818181818,0.34545454545454546,0.3333333333333333,0.625,0.3333333333333333,0.041666666666666664,0.2,0.6,0.2
Jhon Andrés Córdoba Copete,49,42,0,0,7,257,20,119,118,71,2,27,42,0,15,0,0,0,15,0,8,7,0,10,8,0,4,6,55,2,25,28,7,0,0,2,0,0,0,0,0,0,2,0,0.8571428571428571,0.07782101167315175,0.46303501945525294,0.4591439688715953,0.028169014084507043,0.38028169014084506,0.5915492957746479,0.8,0.0,0.4,0.6,0.03636363636363636,0.45454545454545453,0.509090909090909
Jiloan Hamad,26,26,0,0,0,84,24,41,19,22,5,8,9,0,6,0,1,1,6,0,3,2,0,4,2,1,2,1,8,2,4,2,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.2857142857142857,0.4880952380952381,0.2261904761904762,0.22727272727272727,0.36363636363636365,0.4090909090909091,0.5,0.25,0.5,0.25,0.25,0.5,0.25
Jin-Su Kim,62,56,0,0,6,238,152,61,25,46,8,21,17,3,35,0,2,2,35,0,53,26,0,24,7,20,2,2,20,11,7,2,1,0,0,3,0,0,0,0,0,0,3,0,0.9032258064516129,0.6386554621848739,0.25630252100840334,0.10504201680672269,0.17391304347826086,0.45652173913043476,0.3695652173913043,0.2916666666666667,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.55,0.35,0.1
Joel Gerezgiher,5,4,1,1,1,23,3,15,5,9,0,7,2,0,4,0,0,0,4,0,1,0,0,1,1,0,1,0,4,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8,0.13043478260869565,0.6521739130434783,0.21739130434782608,0.0,0.7777777777777778,0.2222222222222222,1.0,0.0,1.0,0.0,0.25,0.75,0.0
Joelinton Cassio Apolinário de Lira,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,
Johan Danon Djourou-Gbadjere,83,79,0,0,4,226,157,66,3,59,26,31,2,2,50,1,2,2,50,0,119,55,0,40,17,35,5,0,42,17,21,4,0,1,0,7,1,0,1,0,0,1,7,1,0.9518072289156626,0.6946902654867256,0.2920353982300885,0.01327433628318584,0.4406779661016949,0.5254237288135594,0.03389830508474576,0.425,0.875,0.125,0.0,0.40476190476190477,0.5,0.09523809523809523
Johannes Flum,11,11,0,0,0,50,13,29,8,14,2,12,0,0,4,0,0,0,4,0,1,1,0,2,2,1,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.26,0.58,0.16,0.14285714285714285,0.8571428571428571,0.0,1.0,0.5,0.5,0.0,0.0,0.6666666666666666,0.3333333333333333
Johannes Geis,119,110,0,0,9,456,176,252,28,165,29,108,28,0,44,0,1,1,44,0,45,22,0,54,30,23,27,4,52,5,38,9,0,0,0,4,0,1,0,0,0,0,4,1,0.9243697478991597,0.38596491228070173,0.5526315789473685,0.06140350877192982,0.17575757575757575,0.6545454545454545,0.1696969696969697,0.5555555555555556,0.42592592592592593,0.5,0.07407407407407407,0.09615384615384616,0.7307692307692307,0.17307692307692307
Johannes van den Bergh,12,12,0,0,0,61,23,24,14,24,3,16,5,0,4,0,0,0,4,0,6,1,0,4,2,2,0,2,3,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.3770491803278688,0.39344262295081966,0.22950819672131148,0.125,0.6666666666666666,0.20833333333333334,0.5,0.5,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0
John Anthony Brooks,64,58,0,0,6,168,117,47,4,45,21,20,4,4,29,0,0,0,29,0,118,68,0,31,18,24,7,0,22,11,8,3,0,0,0,2,0,0,1,1,0,0,3,0,0.90625,0.6964285714285714,0.27976190476190477,0.023809523809523808,0.4666666666666667,0.4444444444444444,0.08888888888888889,0.5806451612903226,0.7741935483870968,0.22580645161290322,0.0,0.5,0.36363636363636365,0.13636363636363635
Jonas Hector,205,189,0,0,16,523,227,215,81,149,19,81,49,2,91,2,4,4,91,1,94,65,0,58,30,40,13,5,25,7,14,4,1,0,0,2,0,0,1,1,0,0,3,0,0.9219512195121952,0.4340344168260038,0.4110898661567878,0.15487571701720843,0.12751677852348994,0.5436241610738255,0.3288590604026846,0.5172413793103449,0.6896551724137931,0.22413793103448276,0.08620689655172414,0.28,0.56,0.16
Jonas Hofmann,33,31,1,1,2,137,27,64,46,42,3,19,20,0,5,0,0,0,5,0,2,0,0,8,3,1,3,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9393939393939394,0.19708029197080293,0.46715328467153283,0.3357664233576642,0.07142857142857142,0.4523809523809524,0.47619047619047616,0.375,0.125,0.375,0.5,0.3333333333333333,0.6666666666666666,0.0
Jonathan Schmid,67,58,0,0,9,262,88,109,65,62,8,17,37,1,44,0,0,0,44,0,14,5,0,19,13,9,5,5,13,2,8,3,0,0,0,1,0,0,0,0,0,0,1,0,0.8656716417910447,0.33587786259541985,0.41603053435114506,0.2480916030534351,0.12903225806451613,0.27419354838709675,0.5967741935483871,0.6842105263157895,0.47368421052631576,0.2631578947368421,0.2631578947368421,0.15384615384615385,0.6153846153846154,0.23076923076923078
Jonathan Tah,208,194,0,0,14,312,198,99,15,96,25,60,11,8,57,0,1,1,57,0,136,72,0,42,21,31,10,1,25,4,20,1,1,0,0,1,0,0,1,1,0,0,2,0,0.9326923076923077,0.6346153846153846,0.3173076923076923,0.04807692307692308,0.2604166666666667,0.625,0.11458333333333333,0.5,0.7380952380952381,0.23809523809523808,0.023809523809523808,0.16,0.8,0.04
Joo-Ho Park,11,11,0,0,0,84,36,38,10,33,4,16,13,1,17,0,1,1,17,0,8,4,0,14,9,5,6,3,12,2,7,3,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.42857142857142855,0.4523809523809524,0.11904761904761904,0.12121212121212122,0.48484848484848486,0.3939393939393939,0.6428571428571429,0.35714285714285715,0.42857142857142855,0.21428571428571427,0.16666666666666666,0.5833333333333334,0.25
Joshua Kimmich,88,85,0,0,3,215,75,117,23,75,20,43,12,1,22,1,1,1,22,0,21,9,0,22,14,14,8,0,17,2,14,1,2,0,0,3,0,0,0,0,0,0,3,0,0.9659090909090909,0.3488372093023256,0.5441860465116279,0.10697674418604651,0.26666666666666666,0.5733333333333334,0.16,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.0,0.11764705882352941,0.8235294117647058,0.058823529411764705
Josip Drmic,35,26,0,0,9,157,36,66,55,43,1,12,30,0,16,2,0,0,16,1,8,2,0,13,8,9,1,3,18,1,7,10,3,0,0,2,0,0,0,0,0,0,2,0,0.7428571428571429,0.22929936305732485,0.42038216560509556,0.3503184713375796,0.023255813953488372,0.27906976744186046,0.6976744186046512,0.6153846153846154,0.6923076923076923,0.07692307692307693,0.23076923076923078,0.05555555555555555,0.3888888888888889,0.5555555555555556
Josuha Guilavogui,161,132,2,2,29,535,210,265,60,178,26,111,41,1,53,0,0,0,53,0,51,28,0,66,43,33,31,2,63,16,35,12,1,0,0,3,0,0,0,0,0,0,3,0,0.8198757763975155,0.3925233644859813,0.4953271028037383,0.11214953271028037,0.14606741573033707,0.6235955056179775,0.2303370786516854,0.6515151515151515,0.5,0.4696969696969697,0.030303030303030304,0.25396825396825395,0.5555555555555556,0.19047619047619047
Joël Andre Job Matip,108,101,0,0,7,322,210,98,14,89,29,47,13,6,77,1,2,2,77,0,187,113,0,59,37,49,10,0,56,12,30,14,0,0,0,3,0,0,0,0,0,0,3,0,0.9351851851851852,0.6521739130434783,0.30434782608695654,0.043478260869565216,0.3258426966292135,0.5280898876404494,0.14606741573033707,0.6271186440677966,0.8305084745762712,0.1694915254237288,0.0,0.21428571428571427,0.5357142857142857,0.25
Juan Bernat Velasco,62,58,0,0,4,125,41,53,31,58,10,21,27,0,32,0,0,0,32,0,24,13,0,19,9,9,8,2,11,4,3,4,1,0,0,2,0,0,0,0,0,0,2,0,0.9354838709677419,0.328,0.424,0.248,0.1724137931034483,0.3620689655172414,0.46551724137931033,0.47368421052631576,0.47368421052631576,0.42105263157894735,0.10526315789473684,0.36363636363636365,0.2727272727272727,0.36363636363636365
Julian Baumgartlinger,188,171,0,0,17,983,318,579,86,300,25,203,72,2,63,0,3,3,63,0,77,56,0,97,55,30,58,9,66,15,41,10,2,1,0,6,0,0,1,1,0,0,7,0,0.9095744680851063,0.323499491353001,0.5890132248219736,0.08748728382502544,0.08333333333333333,0.6766666666666666,0.24,0.5670103092783505,0.30927835051546393,0.5979381443298969,0.09278350515463918,0.22727272727272727,0.6212121212121212,0.15151515151515152
